district,date,value
NPL011,1990-02-01,64.8799
NPL011,1990-03-01,51.6931
NPL011,1990-04-01,52.8049
NPL011,1990-05-01,128.6226
NPL011,1990-06-01,178.6728
NPL011,1990-07-01,236.8061
NPL011,1990-08-01,172.0701
NPL011,1990-09-01,176.269
NPL011,1990-10-01,56.4613
NPL011,1990-11-01,8.2055
NPL011,1990-12-01,25.3796
NPL011,1991-01-01,25.9482
NPL011,1991-02-01,34.8631
NPL011,1991-03-01,52.9448
NPL011,1991-04-01,36.7497
NPL011,1991-05-01,77.4694
NPL011,1991-06-01,205.5854
NPL011,1991-07-01,174.3665
NPL011,1991-08-01,246.8963
NPL011,1991-09-01,131.0478
NPL011,1991-10-01,36.0335
NPL011,1991-11-01,14.9478
NPL011,1991-12-01,35.6023
NPL011,1992-01-01,20.0372
NPL011,1992-02-01,35.583
NPL011,1992-03-01,14.7482
NPL011,1992-04-01,43.0378
NPL011,1992-05-01,71.0601
NPL011,1992-06-01,119.0009
NPL011,1992-07-01,171.9747
NPL011,1992-08-01,191.6625
NPL011,1992-09-01,92.6006
NPL011,1992-10-01,93.3458
NPL011,1992-11-01,19.2049
NPL011,1992-12-01,17.6055
NPL011,1993-01-01,66.1
NPL011,1993-02-01,33.7472
NPL011,1993-03-01,59.5738
NPL011,1993-04-01,71.235
NPL011,1993-05-01,100.0417
NPL011,1993-06-01,136.3884
NPL011,1993-07-01,247.6899
NPL011,1993-08-01,285.1462
NPL011,1993-09-01,109.8874
NPL011,1993-10-01,42.1907
NPL011,1993-11-01,29.3549
NPL011,1993-12-01,15.5327
NPL011,1994-01-01,39.8967
NPL011,1994-02-01,59.5328
NPL011,1994-03-01,39.9008
NPL011,1994-04-01,45.1456
NPL011,1994-05-01,73.6976
NPL011,1994-06-01,184.7258
NPL011,1994-07-01,175.8808
NPL011,1994-08-01,217.7654
NPL011,1994-09-01,115.6104
NPL011,1994-10-01,53.469
NPL011,1994-11-01,22.5182
NPL011,1994-12-01,11.7735
NPL011,1995-01-01,57.9447
NPL011,1995-02-01,47.7001
NPL011,1995-03-01,56.726
NPL011,1995-04-01,34.6923
NPL011,1995-05-01,51.9968
NPL011,1995-06-01,260.313
NPL011,1995-07-01,230.0537
NPL011,1995-08-01,274.3286
NPL011,1995-09-01,143.5789
NPL011,1995-10-01,31.335
NPL011,1995-11-01,90.6726
NPL011,1995-12-01,21.0146
NPL011,1996-01-01,67.7839
NPL011,1996-02-01,57.7761
NPL011,1996-03-01,57.6289
NPL011,1996-04-01,33.6032
NPL011,1996-05-01,64.7822
NPL011,1996-06-01,120.0942
NPL011,1996-07-01,236.2813
NPL011,1996-08-01,208.9704
NPL011,1996-09-01,109.7044
NPL011,1996-10-01,82.9133
NPL011,1996-11-01,11.7542
NPL011,1996-12-01,7.9937
NPL011,1997-01-01,29.7224
NPL011,1997-02-01,33.4014
NPL011,1997-03-01,46.8488
NPL011,1997-04-01,94.0688
NPL011,1997-05-01,52.2085
NPL011,1997-06-01,171.6738
NPL011,1997-07-01,213.7521
NPL011,1997-08-01,193.8572
NPL011,1997-09-01,141.2128
NPL011,1997-10-01,48.5241
NPL011,1997-11-01,18.0428
NPL011,1997-12-01,86.2749
NPL011,1998-01-01,13.8816
NPL011,1998-02-01,50.5281
NPL011,1998-03-01,87.865
NPL011,1998-04-01,63.6881
NPL011,1998-05-01,116.3881
NPL011,1998-06-01,129.3562
NPL011,1998-07-01,266.4366
NPL011,1998-08-01,273.4119
NPL011,1998-09-01,135.448
NPL011,1998-10-01,42.9742
NPL011,1998-11-01,26.3691
NPL011,1998-12-01,10.1278
NPL011,1999-01-01,16.7745
NPL011,1999-02-01,20.0458
NPL011,1999-03-01,20.5405
NPL011,1999-04-01,40.3872
NPL011,1999-05-01,134.9338
NPL011,1999-06-01,160.1063
NPL011,1999-07-01,271.5546
NPL011,1999-08-01,245.3809
NPL011,1999-09-01,131.1179
NPL011,1999-10-01,143.9617
NPL011,1999-11-01,15.1126
NPL011,1999-12-01,14.6181
NPL011,2000-01-01,17.4938
NPL011,2000-02-01,36.0447
NPL011,2000-03-01,48.3222
NPL011,2000-04-01,68.9613
NPL011,2000-05-01,113.5096
NPL011,2000-06-01,168.5258
NPL011,2000-07-01,218.1676
NPL011,2000-08-01,217.7248
NPL011,2000-09-01,160.3956
NPL011,2000-10-01,43.7537
NPL011,2000-11-01,23.0181
NPL011,2000-12-01,30.2601
NPL011,2001-01-01,11.0668
NPL011,2001-02-01,33.8052
NPL011,2001-03-01,37.8822
NPL011,2001-04-01,94.2538
NPL011,2001-05-01,135.4687
NPL011,2001-06-01,154.2543
NPL011,2001-07-01,182.6857
NPL011,2001-08-01,216.7991
NPL011,2001-09-01,122.3025
NPL011,2001-10-01,100.9288
NPL011,2001-11-01,13.9299
NPL011,2001-12-01,12.34
NPL011,2002-01-01,64.2891
NPL011,2002-02-01,34.9633
NPL011,2002-03-01,42.5071
NPL011,2002-04-01,79.3193
NPL011,2002-05-01,141.0895
NPL011,2002-06-01,154.0083
NPL011,2002-07-01,278.2624
NPL011,2002-08-01,218.8011
NPL011,2002-09-01,137.2563
NPL011,2002-10-01,64.4983
NPL011,2002-11-01,15.4648
NPL011,2002-12-01,37.613
NPL011,2003-01-01,31.1845
NPL011,2003-02-01,70.2642
NPL011,2003-03-01,54.2817
NPL011,2003-04-01,70.4306
NPL011,2003-05-01,46.2906
NPL011,2003-06-01,225.8356
NPL011,2003-07-01,238.1957
NPL011,2003-08-01,189.6414
NPL011,2003-09-01,183.1944
NPL011,2003-10-01,98.0232
NPL011,2003-11-01,15.9575
NPL011,2003-12-01,28.378
NPL011,2004-01-01,28.9791
NPL011,2004-02-01,22.9199
NPL011,2004-03-01,40.0853
NPL011,2004-04-01,96.9401
NPL011,2004-05-01,110.6698
NPL011,2004-06-01,156.0615
NPL011,2004-07-01,305.4108
NPL011,2004-08-01,173.829
NPL011,2004-09-01,160.6009
NPL011,2004-10-01,77.6029
NPL011,2004-11-01,28.8963
NPL011,2004-12-01,11.88
NPL011,2005-01-01,63.4031
NPL011,2005-02-01,25.1033
NPL011,2005-03-01,42.891
NPL011,2005-04-01,58.1367
NPL011,2005-05-01,51.2763
NPL011,2005-06-01,137.841
NPL011,2005-07-01,183.7514
NPL011,2005-08-01,252.4802
NPL011,2005-09-01,97.3892
NPL011,2005-10-01,75.4891
NPL011,2005-11-01,8.9652
NPL011,2005-12-01,4.3227
NPL011,2006-01-01,2.2436
NPL011,2006-02-01,19.45
NPL011,2006-03-01,80.5427
NPL011,2006-04-01,90.2577
NPL011,2006-05-01,109.5757
NPL011,2006-06-01,185.4517
NPL011,2006-07-01,200.4546
NPL011,2006-08-01,172.4332
NPL011,2006-09-01,209.0364
NPL011,2006-10-01,54.5192
NPL011,2006-11-01,18.8381
NPL011,2006-12-01,21.3142
NPL011,2007-01-01,9.205
NPL011,2007-02-01,85.1619
NPL011,2007-03-01,43.6191
NPL011,2007-04-01,90.1185
NPL011,2007-05-01,86.791
NPL011,2007-06-01,168.6063
NPL011,2007-07-01,314.1894
NPL011,2007-08-01,205.7349
NPL011,2007-09-01,254.391
NPL011,2007-10-01,66.5369
NPL011,2007-11-01,18.9998
NPL011,2007-12-01,10.4096
NPL011,2008-01-01,24.9171
NPL011,2008-02-01,20.2275
NPL011,2008-03-01,43.5304
NPL011,2008-04-01,47.1819
NPL011,2008-05-01,104.0603
NPL011,2008-06-01,199.7441
NPL011,2008-07-01,243.4918
NPL011,2008-08-01,212.3211
NPL011,2008-09-01,147.5633
NPL011,2008-10-01,48.7907
NPL011,2008-11-01,11.5161
NPL011,2008-12-01,15.0477
NPL011,2009-01-01,8.2538
NPL011,2009-02-01,30.6717
NPL011,2009-03-01,46.6395
NPL011,2009-04-01,44.4781
NPL011,2009-05-01,169.0807
NPL011,2009-06-01,113.6444
NPL011,2009-07-01,202.8387
NPL011,2009-08-01,242.1414
NPL011,2009-09-01,123.4194
NPL011,2009-10-01,125.3867
NPL011,2009-11-01,21.188
NPL011,2009-12-01,15.1381
NPL011,2010-01-01,10.4412
NPL011,2010-02-01,41.9604
NPL011,2010-03-01,40.0071
NPL011,2010-04-01,68.7078
NPL011,2010-05-01,121.9262
NPL011,2010-06-01,136.4631
NPL011,2010-07-01,308.0322
NPL011,2010-08-01,266.0252
NPL011,2010-09-01,195.7018
NPL011,2010-10-01,71.1044
NPL011,2010-11-01,22.4523
NPL011,2010-12-01,16.2242
NPL011,2011-01-01,12.25
NPL011,2011-02-01,47.237
NPL011,2011-03-01,44.5474
NPL011,2011-04-01,89.1003
NPL011,2011-05-01,111.8809
NPL011,2011-06-01,220.0839
NPL011,2011-07-01,283.1803
NPL011,2011-08-01,284.1144
NPL011,2011-09-01,231.3493
NPL011,2011-10-01,58.7735
NPL011,2011-11-01,26.278
NPL011,2011-12-01,14.7181
NPL011,2012-01-01,32.8225
NPL011,2012-02-01,64.264
NPL011,2012-03-01,30.4372
NPL011,2012-04-01,55.2615
NPL011,2012-05-01,78.4332
NPL011,2012-06-01,154.401
NPL011,2012-07-01,252.6862
NPL011,2012-08-01,217.2064
NPL011,2012-09-01,291.1618
NPL011,2012-10-01,24.7844
NPL011,2012-11-01,8.3402
NPL011,2012-12-01,9.2973
NPL011,2013-01-01,23.4962
NPL011,2013-02-01,90.6005
NPL011,2013-03-01,21.2875
NPL011,2013-04-01,71.1347
NPL011,2013-05-01,143.5143
NPL011,2013-06-01,218.4127
NPL011,2013-07-01,275.2935
NPL011,2013-08-01,210.5793
NPL011,2013-09-01,136.9844
NPL011,2013-10-01,211.6773
NPL011,2013-11-01,6.7696
NPL011,2013-12-01,14.5152
NPL011,2014-01-01,11.4207
NPL011,2014-02-01,36.711
NPL011,2014-03-01,31.2555
NPL011,2014-04-01,32.6104
NPL011,2014-05-01,152.8982
NPL011,2014-06-01,125.936
NPL011,2014-07-01,170.6261
NPL011,2014-08-01,268.0753
NPL011,2014-09-01,161.948
NPL011,2014-10-01,72.4833
NPL011,2014-11-01,16.5562
NPL011,2014-12-01,9.8227
NPL011,2015-01-01,10.3655
NPL011,2015-02-01,9.6635
NPL011,2015-03-01,66.9779
NPL011,2015-04-01,91.7056
NPL011,2015-05-01,92.8736
NPL011,2015-06-01,229.3594
NPL011,2015-07-01,259.3618
NPL011,2015-08-01,366.8509
NPL011,2015-09-01,128.1694
NPL011,2015-10-01,67.7247
NPL011,2015-11-01,4.0713
NPL011,2015-12-01,2.5035
NPL011,2016-01-01,9.6732
NPL011,2016-02-01,12.4029
NPL011,2016-03-01,28.4819
NPL011,2016-04-01,11.1732
NPL011,2016-05-01,111.074
NPL011,2016-06-01,262.8326
NPL011,2016-07-01,368.8282
NPL011,2016-08-01,161.5114
NPL011,2016-09-01,356.9334
NPL011,2016-10-01,75.5687
NPL011,2016-11-01,2.3371
NPL011,2016-12-01,3.2017
NPL011,2017-01-01,14.333
NPL011,2017-02-01,1.9867
NPL011,2017-03-01,60.0758
NPL011,2017-04-01,56.5188
NPL011,2017-05-01,134.5541
NPL011,2017-06-01,154.0174
NPL011,2017-07-01,225.2082
NPL011,2017-08-01,298.9874
NPL011,2017-09-01,162.5235
NPL011,2017-10-01,92.0954
NPL011,2017-11-01,3.1709
NPL011,2017-12-01,0.1935
NPL011,2018-01-01,1.8533
NPL011,2018-02-01,4.4656
NPL011,2018-03-01,25.1109
NPL011,2018-04-01,152.9838
NPL011,2018-05-01,127.9817
NPL011,2018-06-01,148.9246
NPL011,2018-07-01,302.4436
NPL011,2018-08-01,338.035
NPL011,2018-09-01,84.9512
NPL011,2018-10-01,35.0458
NPL011,2018-11-01,7.077
NPL011,2018-12-01,4.6885
NPL011,2019-01-01,23.6027
NPL011,2019-02-01,51.6589
NPL011,2019-03-01,17.5219
NPL011,2019-04-01,84.9333
NPL011,2019-05-01,112.0149
NPL011,2019-06-01,80.6796
NPL011,2019-07-01,374.3048
NPL011,2019-08-01,201.0059
NPL011,2019-09-01,274.1143
NPL011,2019-10-01,13.6712
NPL011,2019-11-01,12.7122
NPL011,2019-12-01,31.7963
NPL011,2020-01-01,50.9632
NPL011,2020-02-01,28.0095
NPL011,2020-03-01,59.5845
NPL011,2020-04-01,80.1459
NPL011,2020-05-01,102.8728
NPL011,2020-06-01,197.0481
NPL011,2020-07-01,316.6486
NPL011,2020-08-01,231.6838
NPL011,2020-09-01,198.4323
NPL011,2020-10-01,34.3692
NPL011,2020-11-01,7.5031
NPL012,1979-02-01,37.2255
NPL012,1979-03-01,8.6433
NPL012,1979-04-01,84.5818
NPL012,1979-05-01,62.0855
NPL012,1979-06-01,253.7279
NPL012,1979-07-01,572.457
NPL012,1979-08-01,215.5519
NPL012,1979-09-01,131.0617
NPL012,1979-10-01,136.3026
NPL012,1979-11-01,31.9058
NPL012,1979-12-01,25.3757
NPL012,1980-01-01,3.4672
NPL012,1980-02-01,17.5811
NPL012,1980-03-01,21.7226
NPL012,1980-04-01,20.174
NPL012,1980-05-01,165.9747
NPL012,1980-06-01,231.3592
NPL012,1980-07-01,364.617
NPL012,1980-08-01,450.546
NPL012,1980-09-01,168.5067
NPL012,1980-10-01,50.9358
NPL012,1980-11-01,11.9837
NPL012,1980-12-01,8.2945
NPL012,1981-01-01,64.2078
NPL012,1981-02-01,8.5262
NPL012,1981-03-01,78.2883
NPL012,1981-04-01,136.254
NPL012,1981-05-01,161.7895
NPL012,1981-06-01,202.8538
NPL012,1981-07-01,501.1383
NPL012,1981-08-01,366.0331
NPL012,1981-09-01,245.988
NPL012,1981-10-01,43.4622
NPL012,1981-11-01,15.6243
NPL012,1981-12-01,7.6604
NPL012,1982-01-01,20.2934
NPL012,1982-02-01,29.8629
NPL012,1982-03-01,37.8337
NPL012,1982-04-01,95.9614
NPL012,1982-05-01,44.6693
NPL012,1982-06-01,235.0046
NPL012,1982-07-01,413.6465
NPL012,1982-08-01,211.5609
NPL012,1982-09-01,240.8146
NPL012,1982-10-01,32.2438
NPL012,1982-11-01,48.6942
NPL012,1982-12-01,12.5374
NPL012,1983-01-01,27.386
NPL012,1983-02-01,12.5871
NPL012,1983-03-01,14.1592
NPL012,1983-04-01,80.2813
NPL012,1983-05-01,131.6169
NPL012,1983-06-01,172.4337
NPL012,1983-07-01,410.1021
NPL012,1983-08-01,243.3511
NPL012,1983-09-01,214.2895
NPL012,1983-10-01,57.3631
NPL012,1983-11-01,13.2935
NPL012,1983-12-01,15.8292
NPL012,1984-01-01,16.3235
NPL012,1984-02-01,10.5412
NPL012,1984-03-01,13.8324
NPL012,1984-04-01,40.6173
NPL012,1984-05-01,154.9743
NPL012,1984-06-01,254.0799
NPL012,1984-07-01,600.0775
NPL012,1984-08-01,265.9269
NPL012,1984-09-01,397.8586
NPL012,1984-10-01,52.2633
NPL012,1984-11-01,9.962
NPL012,1984-12-01,9.7345
NPL012,1985-01-01,17.9633
NPL012,1985-02-01,12.3111
NPL012,1985-03-01,25.1179
NPL012,1985-04-01,36.3606
NPL012,1985-05-01,170.1605
NPL012,1985-06-01,257.7538
NPL012,1985-07-01,398.4994
NPL012,1985-08-01,355.4767
NPL012,1985-09-01,351.6175
NPL012,1985-10-01,123.7054
NPL012,1985-11-01,31.8
NPL012,1985-12-01,37.8095
NPL012,1986-01-01,14.9618
NPL012,1986-02-01,11.4884
NPL012,1986-03-01,15.261
NPL012,1986-04-01,75.6273
NPL012,1986-05-01,96.1415
NPL012,1986-06-01,250.6801
NPL012,1986-07-01,425.5609
NPL012,1986-08-01,323.0187
NPL012,1986-09-01,289.4782
NPL012,1986-10-01,70.5776
NPL012,1986-11-01,33.2772
NPL012,1986-12-01,24.3808
NPL012,1987-01-01,20.5301
NPL012,1987-02-01,17.3965
NPL012,1987-03-01,73.7454
NPL012,1987-04-01,85.3626
NPL012,1987-05-01,128.6344
NPL012,1987-06-01,370.7936
NPL012,1987-07-01,432.3476
NPL012,1987-08-01,609.6374
NPL012,1987-09-01,236.5953
NPL012,1987-10-01,152.4408
NPL012,1987-11-01,18.114
NPL012,1987-12-01,18.3547
NPL012,1988-01-01,17.6459
NPL012,1988-02-01,19.9049
NPL012,1988-03-01,34.5384
NPL012,1988-04-01,74.3422
NPL012,1988-05-01,177.5479
NPL012,1988-06-01,196.8615
NPL012,1988-07-01,529.0446
NPL012,1988-08-01,579.9921
NPL012,1988-09-01,212.009
NPL012,1988-10-01,47.5669
NPL012,1988-11-01,8.9096
NPL012,1988-12-01,55.6147
NPL012,1989-01-01,30.806
NPL012,1989-02-01,17.8396
NPL012,1989-03-01,43.9741
NPL012,1989-04-01,8.9082
NPL012,1989-05-01,133.4803
NPL012,1989-06-01,251.7955
NPL012,1989-07-01,474.5302
NPL012,1989-08-01,232.7902
NPL012,1989-09-01,349.7737
NPL012,1989-10-01,43.0833
NPL012,1989-11-01,21.7704
NPL012,1989-12-01,20.0702
NPL012,1990-01-01,22.7712
NPL012,1990-02-01,59.4205
NPL012,1990-03-01,55.5722
NPL012,1990-04-01,65.6201
NPL012,1990-05-01,203.3967
NPL012,1990-06-01,272.6812
NPL012,1990-07-01,399.4104
NPL012,1990-08-01,265.4107
NPL012,1990-09-01,268.3291
NPL012,1990-10-01,95.6617
NPL012,1990-11-01,7.6861
NPL012,1990-12-01,22.9975
NPL012,1991-01-01,31.8056
NPL012,1991-02-01,14.2045
NPL012,1991-03-01,50.9308
NPL012,1991-04-01,43.6682
NPL012,1991-05-01,122.2333
NPL012,1991-06-01,322.8333
NPL012,1991-07-01,300.789
NPL012,1991-08-01,359.4533
NPL012,1991-09-01,187.9179
NPL012,1991-10-01,48.3578
NPL012,1991-11-01,12.1661
NPL012,1991-12-01,29.0562
NPL012,1992-01-01,22.4355
NPL012,1992-02-01,26.9098
NPL012,1992-03-01,4.8434
NPL012,1992-04-01,37.0375
NPL012,1992-05-01,108.5595
NPL012,1992-06-01,192.9562
NPL012,1992-07-01,289.9251
NPL012,1992-08-01,288.5522
NPL012,1992-09-01,135.4048
NPL012,1992-10-01,132.6836
NPL012,1992-11-01,9.6515
NPL012,1992-12-01,21.6611
NPL012,1993-01-01,39.4806
NPL012,1993-02-01,27.764
NPL012,1993-03-01,40.8091
NPL012,1993-04-01,109.4604
NPL012,1993-05-01,186.7241
NPL012,1993-06-01,230.5081
NPL012,1993-07-01,502.7223
NPL012,1993-08-01,515.8614
NPL012,1993-09-01,167.6732
NPL012,1993-10-01,51.5509
NPL012,1993-11-01,34.7756
NPL012,1993-12-01,16.8571
NPL012,1994-01-01,32.9793
NPL012,1994-02-01,42.1157
NPL012,1994-03-01,37.2827
NPL012,1994-04-01,50.3509
NPL012,1994-05-01,109.7569
NPL012,1994-06-01,333.4904
NPL012,1994-07-01,268.1069
NPL012,1994-08-01,384.5966
NPL012,1994-09-01,198.0408
NPL012,1994-10-01,77.886
NPL012,1994-11-01,20.1867
NPL012,1994-12-01,12.5121
NPL012,1995-01-01,25.0645
NPL012,1995-02-01,28.8734
NPL012,1995-03-01,50.3557
NPL012,1995-04-01,25.8655
NPL012,1995-05-01,80.9498
NPL012,1995-06-01,487.3374
NPL012,1995-07-01,377.5576
NPL012,1995-08-01,444.9506
NPL012,1995-09-01,216.5987
NPL012,1995-10-01,40.7835
NPL012,1995-11-01,68.4667
NPL012,1995-12-01,23.3252
NPL012,1996-01-01,60.362
NPL012,1996-02-01,30.0761
NPL012,1996-03-01,40.4462
NPL012,1996-04-01,25.7981
NPL012,1996-05-01,118.9527
NPL012,1996-06-01,217.931
NPL012,1996-07-01,443.5568
NPL012,1996-08-01,288.3544
NPL012,1996-09-01,142.6655
NPL012,1996-10-01,100.0148
NPL012,1996-11-01,10.1049
NPL012,1996-12-01,10.258
NPL012,1997-01-01,30.8459
NPL012,1997-02-01,28.43
NPL012,1997-03-01,31.9712
NPL012,1997-04-01,139.7368
NPL012,1997-05-01,69.6754
NPL012,1997-06-01,273.0813
NPL012,1997-07-01,323.1884
NPL012,1997-08-01,339.8185
NPL012,1997-09-01,198.7764
NPL012,1997-10-01,46.6
NPL012,1997-11-01,29.0802
NPL012,1997-12-01,75.3087
NPL012,1998-01-01,18.9479
NPL012,1998-02-01,25.6714
NPL012,1998-03-01,88.273
NPL012,1998-04-01,123.1208
NPL012,1998-05-01,230.0439
NPL012,1998-06-01,181.31
NPL012,1998-07-01,392.6725
NPL012,1998-08-01,387.1424
NPL012,1998-09-01,211.1434
NPL012,1998-10-01,57.6521
NPL012,1998-11-01,15.5313
NPL012,1998-12-01,9.6313
NPL012,1999-01-01,9.7045
NPL012,1999-02-01,5.0726
NPL012,1999-03-01,6.714
NPL012,1999-04-01,39.715
NPL012,1999-05-01,222.6817
NPL012,1999-06-01,269.7783
NPL012,1999-07-01,449.5107
NPL012,1999-08-01,401.5557
NPL012,1999-09-01,206.1401
NPL012,1999-10-01,137.1475
NPL012,1999-11-01,19.1357
NPL012,1999-12-01,13.7819
NPL012,2000-01-01,17.2446
NPL012,2000-02-01,25.265
NPL012,2000-03-01,29.8782
NPL012,2000-04-01,112.9416
NPL012,2000-05-01,215.8893
NPL012,2000-06-01,233.6809
NPL012,2000-07-01,335.6272
NPL012,2000-08-01,303.0293
NPL012,2000-09-01,237.7013
NPL012,2000-10-01,59.6887
NPL012,2000-11-01,23.5535
NPL012,2000-12-01,15.2771
NPL012,2001-01-01,12.658
NPL012,2001-02-01,23.2178
NPL012,2001-03-01,29.5514
NPL012,2001-04-01,162.392
NPL012,2001-05-01,240.2184
NPL012,2001-06-01,227.4783
NPL012,2001-07-01,292.4364
NPL012,2001-08-01,286.6077
NPL012,2001-09-01,240.7805
NPL012,2001-10-01,162.6301
NPL012,2001-11-01,15.6585
NPL012,2001-12-01,14.4283
NPL012,2002-01-01,41.7405
NPL012,2002-02-01,26.8006
NPL012,2002-03-01,47.0208
NPL012,2002-04-01,156.7373
NPL012,2002-05-01,251.3166
NPL012,2002-06-01,254.8537
NPL012,2002-07-01,517.1165
NPL012,2002-08-01,311.2714
NPL012,2002-09-01,170.8471
NPL012,2002-10-01,94.4223
NPL012,2002-11-01,16.4193
NPL012,2002-12-01,33.4332
NPL012,2003-01-01,28.6062
NPL012,2003-02-01,43.5223
NPL012,2003-03-01,100.581
NPL012,2003-04-01,127.2173
NPL012,2003-05-01,89.7987
NPL012,2003-06-01,406.427
NPL012,2003-07-01,363.7456
NPL012,2003-08-01,257.7092
NPL012,2003-09-01,277.6584
NPL012,2003-10-01,83.1171
NPL012,2003-11-01,24.642
NPL012,2003-12-01,27.3938
NPL012,2004-01-01,27.5393
NPL012,2004-02-01,28.3185
NPL012,2004-03-01,52.9157
NPL012,2004-04-01,157.2652
NPL012,2004-05-01,173.3581
NPL012,2004-06-01,260.7274
NPL012,2004-07-01,525.0653
NPL012,2004-08-01,236.0864
NPL012,2004-09-01,237.0495
NPL012,2004-10-01,116.6242
NPL012,2004-11-01,41.2793
NPL012,2004-12-01,13.1094
NPL012,2005-01-01,40.8966
NPL012,2005-02-01,9.7155
NPL012,2005-03-01,49.9832
NPL012,2005-04-01,86.3165
NPL012,2005-05-01,75.761
NPL012,2005-06-01,279.6026
NPL012,2005-07-01,276.4347
NPL012,2005-08-01,394.9363
NPL012,2005-09-01,165.2661
NPL012,2005-10-01,119.2798
NPL012,2005-11-01,12.5161
NPL012,2005-12-01,2.8764
NPL012,2006-01-01,0.8751
NPL012,2006-02-01,16.1885
NPL012,2006-03-01,38.6743
NPL012,2006-04-01,158.3229
NPL012,2006-05-01,160.1697
NPL012,2006-06-01,324.7501
NPL012,2006-07-01,279.5978
NPL012,2006-08-01,247.858
NPL012,2006-09-01,317.5997
NPL012,2006-10-01,62.1083
NPL012,2006-11-01,24.5919
NPL012,2006-12-01,14.9803
NPL012,2007-01-01,11.9505
NPL012,2007-02-01,77.472
NPL012,2007-03-01,30.7952
NPL012,2007-04-01,183.0842
NPL012,2007-05-01,133.6717
NPL012,2007-06-01,300.7167
NPL012,2007-07-01,580.4438
NPL012,2007-08-01,296.5508
NPL012,2007-09-01,410.628
NPL012,2007-10-01,124.7392
NPL012,2007-11-01,17.2271
NPL012,2007-12-01,15.8521
NPL012,2008-01-01,17.281
NPL012,2008-02-01,16.4208
NPL012,2008-03-01,45.4059
NPL012,2008-04-01,77.8696
NPL012,2008-05-01,201.4056
NPL012,2008-06-01,305.2247
NPL012,2008-07-01,334.4869
NPL012,2008-08-01,304.483
NPL012,2008-09-01,255.0908
NPL012,2008-10-01,60.6335
NPL012,2008-11-01,11.4267
NPL012,2008-12-01,28.7622
NPL012,2009-01-01,10.6094
NPL012,2009-02-01,17.6669
NPL012,2009-03-01,29.9702
NPL012,2009-04-01,49.7106
NPL012,2009-05-01,262.2762
NPL012,2009-06-01,166.7884
NPL012,2009-07-01,343.5239
NPL012,2009-08-01,369.4858
NPL012,2009-09-01,178.6683
NPL012,2009-10-01,111.4715
NPL012,2009-11-01,10.355
NPL012,2009-12-01,16.3353
NPL012,2010-01-01,11.1799
NPL012,2010-02-01,21.2597
NPL012,2010-03-01,32.8461
NPL012,2010-04-01,166.1734
NPL012,2010-05-01,239.8327
NPL012,2010-06-01,283.2156
NPL012,2010-07-01,479.5723
NPL012,2010-08-01,347.8299
NPL012,2010-09-01,290.0312
NPL012,2010-10-01,78.2913
NPL012,2010-11-01,26.8959
NPL012,2010-12-01,7.8056
NPL012,2011-01-01,12.7045
NPL012,2011-02-01,21.6072
NPL012,2011-03-01,34.4874
NPL012,2011-04-01,147.3289
NPL012,2011-05-01,221.0429
NPL012,2011-06-01,380.994
NPL012,2011-07-01,356.7951
NPL012,2011-08-01,361.0248
NPL012,2011-09-01,373.5521
NPL012,2011-10-01,80.2887
NPL012,2011-11-01,46.069
NPL012,2011-12-01,26.2839
NPL012,2012-01-01,36.6408
NPL012,2012-02-01,18.5519
NPL012,2012-03-01,15.6211
NPL012,2012-04-01,123.9995
NPL012,2012-05-01,121.7384
NPL012,2012-06-01,247.6168
NPL012,2012-07-01,383.8285
NPL012,2012-08-01,314.9841
NPL012,2012-09-01,477.1733
NPL012,2012-10-01,37.1553
NPL012,2012-11-01,8.1273
NPL012,2012-12-01,14.0543
NPL012,2013-01-01,13.6391
NPL012,2013-02-01,32.3685
NPL012,2013-03-01,35.0819
NPL012,2013-04-01,107.401
NPL012,2013-05-01,227.8524
NPL012,2013-06-01,338.5613
NPL012,2013-07-01,362.7927
NPL012,2013-08-01,316.9042
NPL012,2013-09-01,202.9368
NPL012,2013-10-01,215.1471
NPL012,2013-11-01,8.0359
NPL012,2013-12-01,21.4911
NPL012,2014-01-01,7.4571
NPL012,2014-02-01,19.4746
NPL012,2014-03-01,27.6823
NPL012,2014-04-01,62.51
NPL012,2014-05-01,243.5074
NPL012,2014-06-01,216.5017
NPL012,2014-07-01,257.4748
NPL012,2014-08-01,432.8046
NPL012,2014-09-01,275.0308
NPL012,2014-10-01,102.1943
NPL012,2014-11-01,28.4552
NPL012,2014-12-01,6.4621
NPL012,2015-01-01,6.8241
NPL012,2015-02-01,12.2458
NPL012,2015-03-01,101.185
NPL012,2015-04-01,228.975
NPL012,2015-05-01,114.1575
NPL012,2015-06-01,351.4487
NPL012,2015-07-01,398.8892
NPL012,2015-08-01,566.2085
NPL012,2015-09-01,192.6526
NPL012,2015-10-01,113.3309
NPL012,2015-11-01,5.3035
NPL012,2015-12-01,2.9349
NPL012,2016-01-01,11.8582
NPL012,2016-02-01,17.0969
NPL012,2016-03-01,35.7069
NPL012,2016-04-01,16.5487
NPL012,2016-05-01,179.1785
NPL012,2016-06-01,397.5197
NPL012,2016-07-01,628.4538
NPL012,2016-08-01,237.4631
NPL012,2016-09-01,576.7963
NPL012,2016-10-01,106.4204
NPL012,2016-11-01,1.9473
NPL012,2016-12-01,4.6113
NPL012,2017-01-01,19.5485
NPL012,2017-02-01,1.811
