district,date,value
NPL045,2002-09-01,97.2987
NPL045,2002-10-01,45.2096
NPL045,2002-11-01,19.2263
NPL045,2002-12-01,41.9228
NPL045,2003-01-01,46.3677
NPL045,2003-02-01,70.022
NPL045,2003-03-01,64.8901
NPL045,2003-04-01,55.583
NPL045,2003-05-01,73.6987
NPL045,2003-06-01,329.187
NPL045,2003-07-01,407.9041
NPL045,2003-08-01,359.3433
NPL045,2003-09-01,224.7097
NPL045,2003-10-01,17.9976
NPL045,2003-11-01,16.7563
NPL045,2003-12-01,28.3047
NPL045,2004-01-01,45.9398
NPL045,2004-02-01,27.3357
NPL045,2004-03-01,19.9751
NPL045,2004-04-01,112.2963
NPL045,2004-05-01,120.2892
NPL045,2004-06-01,173.7825
NPL045,2004-07-01,312.3055
NPL045,2004-08-01,175.5223
NPL045,2004-09-01,237.2126
NPL045,2004-10-01,74.7175
NPL045,2004-11-01,25.0731
NPL045,2004-12-01,14.1131
NPL045,2005-01-01,74.1449
NPL045,2005-02-01,29.6176
NPL045,2005-03-01,47.8039
NPL045,2005-04-01,65.8973
NPL045,2005-05-01,70.5763
NPL045,2005-06-01,260.0182
NPL045,2005-07-01,293.2207
NPL045,2005-08-01,274.9499
NPL045,2005-09-01,185.267
NPL045,2005-10-01,94.4677
NPL045,2005-11-01,9.8241
NPL045,2005-12-01,11.5505
NPL045,2006-01-01,2.9897
NPL045,2006-02-01,18.7931
NPL045,2006-03-01,58.1205
NPL045,2006-04-01,120.0311
NPL045,2006-05-01,167.381
NPL045,2006-06-01,261.0041
NPL045,2006-07-01,270.2824
NPL045,2006-08-01,206.3616
NPL045,2006-09-01,159.0187
NPL045,2006-10-01,46.1281
NPL045,2006-11-01,17.1023
NPL045,2006-12-01,19.5476
NPL045,2007-01-01,10.5248
NPL045,2007-02-01,91.6487
NPL045,2007-03-01,71.0199
NPL045,2007-04-01,97.7442
NPL045,2007-05-01,95.0062
NPL045,2007-06-01,173.2803
NPL045,2007-07-01,463.0256
NPL045,2007-08-01,303.6463
NPL045,2007-09-01,286.9152
NPL045,2007-10-01,60.893
NPL045,2007-11-01,27.0869
NPL045,2007-12-01,15.7458
NPL045,2008-01-01,26.0917
NPL045,2008-02-01,21.725
NPL045,2008-03-01,42.5974
NPL045,2008-04-01,90.7772
NPL045,2008-05-01,170.0737
NPL045,2008-06-01,442.8571
NPL045,2008-07-01,256.4773
NPL045,2008-08-01,339.5199
NPL045,2008-09-01,190.1682
NPL045,2008-10-01,57.0115
NPL045,2008-11-01,14.8917
NPL045,2008-12-01,29.5221
NPL045,2009-01-01,15.3586
NPL045,2009-02-01,24.3075
NPL045,2009-03-01,49.5666
NPL045,2009-04-01,22.5285
NPL045,2009-05-01,195.0347
NPL045,2009-06-01,146.078
NPL045,2009-07-01,272.9895
NPL045,2009-08-01,397.6764
NPL045,2009-09-01,122.7234
NPL045,2009-10-01,166.5495
NPL045,2009-11-01,17.8745
NPL045,2009-12-01,16.7464
NPL045,2010-01-01,9.2107
NPL045,2010-02-01,54.5315
NPL045,2010-03-01,21.1629
NPL045,2010-04-01,46.9352
NPL045,2010-05-01,119.648
NPL045,2010-06-01,198.763
NPL045,2010-07-01,465.0545
NPL045,2010-08-01,392.0771
NPL045,2010-09-01,270.9986
NPL045,2010-10-01,42.9386
NPL045,2010-11-01,19.1098
NPL045,2010-12-01,15.2631
NPL045,2011-01-01,21.7068
NPL045,2011-02-01,30.9794
NPL045,2011-03-01,39.8427
NPL045,2011-04-01,117.5771
NPL045,2011-05-01,165.3916
NPL045,2011-06-01,272.2732
NPL045,2011-07-01,406.0025
NPL045,2011-08-01,387.1768
NPL045,2011-09-01,225.0855
NPL045,2011-10-01,51.0663
NPL045,2011-11-01,50.3322
NPL045,2011-12-01,28.3969
NPL045,2012-01-01,40.8577
NPL045,2012-02-01,50.8296
NPL045,2012-03-01,33.9616
NPL045,2012-04-01,75.728
NPL045,2012-05-01,94.9743
NPL045,2012-06-01,177.2013
NPL045,2012-07-01,395.7051
NPL045,2012-08-01,271.7361
NPL045,2012-09-01,293.3836
NPL045,2012-10-01,28.4115
NPL045,2012-11-01,8.347
NPL045,2012-12-01,6.8458
NPL045,2013-01-01,43.6669
NPL045,2013-02-01,110.4565
NPL045,2013-03-01,32.2215
NPL045,2013-04-01,99.7457
NPL045,2013-05-01,117.9788
NPL045,2013-06-01,525.0777
NPL045,2013-07-01,394.0773
NPL045,2013-08-01,309.5063
NPL045,2013-09-01,171.3131
NPL045,2013-10-01,117.5771
NPL045,2013-11-01,7.9287
NPL045,2013-12-01,22.4997
NPL045,2014-01-01,27.5791
NPL045,2014-02-01,27.4103
NPL045,2014-03-01,39.17
NPL045,2014-04-01,29.9404
NPL045,2014-05-01,101.1647
NPL045,2014-06-01,293.2114
NPL045,2014-07-01,372.2192
NPL045,2014-08-01,518.7
NPL045,2014-09-01,225.6064
NPL045,2014-10-01,129.3834
NPL045,2014-11-01,14.6411
NPL045,2014-12-01,21.6707
NPL045,2015-01-01,55.7295
NPL045,2015-02-01,20.723
NPL045,2015-03-01,93.7758
NPL045,2015-04-01,99.4437
NPL045,2015-05-01,74.9398
NPL045,2015-06-01,232.5215
NPL045,2015-07-01,354.4314
NPL045,2015-08-01,356.7438
NPL045,2015-09-01,140.1193
NPL045,2015-10-01,61.0787
NPL045,2015-11-01,12.54
NPL045,2015-12-01,3.2041
NPL045,2016-01-01,12.9363
NPL045,2016-02-01,20.3227
NPL045,2016-03-01,35.4737
NPL045,2016-04-01,19.0641
NPL045,2016-05-01,139.8887
NPL045,2016-06-01,240.553
NPL045,2016-07-01,617.8602
NPL045,2016-08-01,233.6422
NPL045,2016-09-01,327.8619
NPL045,2016-10-01,118.1684
NPL045,2016-11-01,3.0724
NPL045,2016-12-01,4.2463
NPL045,2017-01-01,13.8557
NPL045,2017-02-01,4.3881
NPL045,2017-03-01,59.6383
NPL045,2017-04-01,87.8762
NPL045,2017-05-01,138.7505
NPL045,2017-06-01,248.3287
NPL045,2017-07-01,457.8744
NPL045,2017-08-01,427.149
NPL045,2017-09-01,222.9945
NPL045,2017-10-01,50.0433
NPL045,2017-11-01,9.1355
NPL045,2017-12-01,3.04
NPL045,2018-01-01,7.1684
NPL045,2018-02-01,8.83
NPL045,2018-03-01,29.6955
NPL045,2018-04-01,93.4176
NPL045,2018-05-01,174.3496
NPL045,2018-06-01,182.5857
NPL045,2018-07-01,417.8752
NPL045,2018-08-01,361.9259
NPL045,2018-09-01,96.3125
NPL045,2018-10-01,26.0667
NPL045,2018-11-01,19.3793
NPL045,2018-12-01,9.1513
NPL045,2019-01-01,35.356
NPL045,2019-02-01,72.3814
NPL045,2019-03-01,30.4593
NPL045,2019-04-01,70.2361
NPL045,2019-05-01,88.8647
NPL045,2019-06-01,193.8941
NPL045,2019-07-01,396.433
NPL045,2019-08-01,285.4279
NPL045,2019-09-01,266.9429
NPL045,2019-10-01,38.1669
NPL045,2019-11-01,11.6248
NPL045,2019-12-01,37.3932
NPL045,2020-01-01,67.97
NPL045,2020-02-01,39.6315
NPL045,2020-03-01,86.7288
NPL045,2020-04-01,114.4501
NPL045,2020-05-01,161.5043
NPL045,2020-06-01,418.3025
NPL045,2020-07-01,485.2533
NPL045,2020-08-01,408.9309
NPL045,2020-09-01,338.7554
NPL045,2020-10-01,24.1889
NPL045,2020-11-01,15.4454
NPL046,1979-02-01,47.7939
NPL046,1979-03-01,16.1198
NPL046,1979-04-01,55.2344
NPL046,1979-05-01,53.9507
NPL046,1979-06-01,239.7586
NPL046,1979-07-01,439.8133
NPL046,1979-08-01,194.7419
NPL046,1979-09-01,111.7327
NPL046,1979-10-01,107.9534
NPL046,1979-11-01,20.2172
NPL046,1979-12-01,21.7131
NPL046,1980-01-01,8.0476
NPL046,1980-02-01,18.8192
NPL046,1980-03-01,37.6268
NPL046,1980-04-01,7.4763
NPL046,1980-05-01,115.6476
NPL046,1980-06-01,437.6606
NPL046,1980-07-01,611.7173
NPL046,1980-08-01,706.4348
NPL046,1980-09-01,333.772
NPL046,1980-10-01,42.0181
NPL046,1980-11-01,9.0338
NPL046,1980-12-01,8.0943
NPL046,1981-01-01,69.5752
NPL046,1981-02-01,6.671
NPL046,1981-03-01,54.7619
NPL046,1981-04-01,88.8488
NPL046,1981-05-01,160.2536
NPL046,1981-06-01,213.9974
NPL046,1981-07-01,675.539
NPL046,1981-08-01,434.9148
NPL046,1981-09-01,373.154
NPL046,1981-10-01,37.8377
NPL046,1981-11-01,24.5348
NPL046,1981-12-01,7.7158
NPL046,1982-01-01,48.905
NPL046,1982-02-01,39.018
NPL046,1982-03-01,58.0712
NPL046,1982-04-01,76.6602
NPL046,1982-05-01,45.5753
NPL046,1982-06-01,215.1358
NPL046,1982-07-01,352.4428
NPL046,1982-08-01,279.5629
NPL046,1982-09-01,210.143
NPL046,1982-10-01,26.9617
NPL046,1982-11-01,33.7817
NPL046,1982-12-01,12.9643
NPL046,1983-01-01,48.2749
NPL046,1983-02-01,23.57
NPL046,1983-03-01,36.1773
NPL046,1983-04-01,89.3927
NPL046,1983-05-01,134.1005
NPL046,1983-06-01,107.4942
NPL046,1983-07-01,421.4985
NPL046,1983-08-01,264.4448
NPL046,1983-09-01,336.6016
NPL046,1983-10-01,108.8987
NPL046,1983-11-01,10.7407
NPL046,1983-12-01,14.7901
NPL046,1984-01-01,33.9774
NPL046,1984-02-01,13.4395
NPL046,1984-03-01,13.9072
NPL046,1984-04-01,19.807
NPL046,1984-05-01,98.247
NPL046,1984-06-01,502.1168
NPL046,1984-07-01,586.0827
NPL046,1984-08-01,282.4695
NPL046,1984-09-01,373.8675
NPL046,1984-10-01,26.905
NPL046,1984-11-01,4.7904
NPL046,1984-12-01,12.901
NPL046,1985-01-01,32.4683
NPL046,1985-02-01,9.151
NPL046,1985-03-01,5.5674
NPL046,1985-04-01,41.3721
NPL046,1985-05-01,120.9072
NPL046,1985-06-01,264.3285
NPL046,1985-07-01,489.4886
NPL046,1985-08-01,379.3141
NPL046,1985-09-01,373.6445
NPL046,1985-10-01,169.0215
NPL046,1985-11-01,11.949
NPL046,1985-12-01,31.9303
NPL046,1986-01-01,5.1942
NPL046,1986-02-01,36.2268
NPL046,1986-03-01,13.6319
NPL046,1986-04-01,68.0077
NPL046,1986-05-01,79.7157
NPL046,1986-06-01,243.7896
NPL046,1986-07-01,484.1409
NPL046,1986-08-01,466.3945
NPL046,1986-09-01,312.2241
NPL046,1986-10-01,72.8273
NPL046,1986-11-01,14.9091
NPL046,1986-12-01,54.0984
NPL046,1987-01-01,19.0438
NPL046,1987-02-01,18.5844
NPL046,1987-03-01,40.3862
NPL046,1987-04-01,57.2949
NPL046,1987-05-01,39.5168
NPL046,1987-06-01,121.2073
NPL046,1987-07-01,621.3916
NPL046,1987-08-01,413.9186
NPL046,1987-09-01,325.4018
NPL046,1987-10-01,109.8057
NPL046,1987-11-01,4.6151
NPL046,1987-12-01,18.2328
NPL046,1988-01-01,12.0185
NPL046,1988-02-01,22.9998
NPL046,1988-03-01,37.9603
NPL046,1988-04-01,77.8117
NPL046,1988-05-01,74.8783
NPL046,1988-06-01,214.4492
NPL046,1988-07-01,557.0439
NPL046,1988-08-01,564.1986
NPL046,1988-09-01,139.5195
NPL046,1988-10-01,76.9065
NPL046,1988-11-01,2.3718
NPL046,1988-12-01,39.5145
NPL046,1989-01-01,48.2005
NPL046,1989-02-01,15.2299
NPL046,1989-03-01,44.0048
NPL046,1989-04-01,5.7723
NPL046,1989-05-01,107.9533
NPL046,1989-06-01,272.5892
NPL046,1989-07-01,834.1309
NPL046,1989-08-01,275.7983
NPL046,1989-09-01,310.2069
NPL046,1989-10-01,32.8046
NPL046,1989-11-01,10.1949
NPL046,1989-12-01,17.0752
NPL046,1990-01-01,10.0594
NPL046,1990-02-01,61.3457
NPL046,1990-03-01,66.1121
NPL046,1990-04-01,39.385
NPL046,1990-05-01,124.2708
NPL046,1990-06-01,233.4599
NPL046,1990-07-01,611.567
NPL046,1990-08-01,312.7484
NPL046,1990-09-01,307.3142
NPL046,1990-10-01,32.7441
NPL046,1990-11-01,2.6999
NPL046,1990-12-01,34.5926
NPL046,1991-01-01,25.3779
NPL046,1991-02-01,18.0034
NPL046,1991-03-01,51.5495
NPL046,1991-04-01,22.5838
NPL046,1991-05-01,75.062
NPL046,1991-06-01,242.7391
NPL046,1991-07-01,406.4833
NPL046,1991-08-01,351.9663
NPL046,1991-09-01,238.1657
NPL046,1991-10-01,19.7356
NPL046,1991-11-01,6.8547
NPL046,1991-12-01,31.5804
NPL046,1992-01-01,32.6953
NPL046,1992-02-01,24.246
NPL046,1992-03-01,6.1302
NPL046,1992-04-01,26.4757
NPL046,1992-05-01,80.9775
NPL046,1992-06-01,143.5952
NPL046,1992-07-01,239.3898
NPL046,1992-08-01,368.9989
NPL046,1992-09-01,97.0737
NPL046,1992-10-01,108.0559
NPL046,1992-11-01,4.1774
NPL046,1992-12-01,13.3469
NPL046,1993-01-01,35.3548
NPL046,1993-02-01,23.2399
NPL046,1993-03-01,54.0344
NPL046,1993-04-01,68.3243
NPL046,1993-05-01,95.2866
NPL046,1993-06-01,214.5507
NPL046,1993-07-01,335.4407
NPL046,1993-08-01,557.0786
NPL046,1993-09-01,236.6768
NPL046,1993-10-01,33.0182
NPL046,1993-11-01,13.8673
NPL046,1993-12-01,8.485
NPL046,1994-01-01,41.4332
NPL046,1994-02-01,32.3575
NPL046,1994-03-01,12.024
NPL046,1994-04-01,40.9528
NPL046,1994-05-01,63.0364
NPL046,1994-06-01,306.9864
NPL046,1994-07-01,382.8588
NPL046,1994-08-01,379.8853
NPL046,1994-09-01,220.7261
NPL046,1994-10-01,35.3769
NPL046,1994-11-01,14.5143
NPL046,1994-12-01,7.1026
NPL046,1995-01-01,37.2941
NPL046,1995-02-01,33.4895
NPL046,1995-03-01,42.3554
NPL046,1995-04-01,15.9328
NPL046,1995-05-01,48.0167
NPL046,1995-06-01,299.2735
NPL046,1995-07-01,383.0726
NPL046,1995-08-01,363.2835
NPL046,1995-09-01,170.2725
NPL046,1995-10-01,25.8901
NPL046,1995-11-01,50.4126
NPL046,1995-12-01,18.7285
NPL046,1996-01-01,53.4401
NPL046,1996-02-01,66.1107
NPL046,1996-03-01,25.6697
NPL046,1996-04-01,34.8073
NPL046,1996-05-01,30.3675
NPL046,1996-06-01,223.4853
NPL046,1996-07-01,536.1607
NPL046,1996-08-01,447.6837
NPL046,1996-09-01,161.2735
NPL046,1996-10-01,172.7104
NPL046,1996-11-01,4.4308
NPL046,1996-12-01,2.9262
NPL046,1997-01-01,39.3726
NPL046,1997-02-01,19.4379
NPL046,1997-03-01,19.2071
NPL046,1997-04-01,115.9347
NPL046,1997-05-01,58.5327
NPL046,1997-06-01,182.6255
NPL046,1997-07-01,353.8716
NPL046,1997-08-01,363.2167
NPL046,1997-09-01,191.41
NPL046,1997-10-01,40.6105
NPL046,1997-11-01,11.7449
NPL046,1997-12-01,99.486
NPL046,1998-01-01,15.2571
NPL046,1998-02-01,33.7742
NPL046,1998-03-01,80.3896
NPL046,1998-04-01,78.5683
NPL046,1998-05-01,139.3488
NPL046,1998-06-01,287.134
NPL046,1998-07-01,668.7339
NPL046,1998-08-01,706.4919
NPL046,1998-09-01,109.8805
NPL046,1998-10-01,71.5215
NPL046,1998-11-01,6.5466
NPL046,1998-12-01,8.6108
NPL046,1999-01-01,13.3839
NPL046,1999-02-01,12.6434
NPL046,1999-03-01,3.3196
NPL046,1999-04-01,18.6001
NPL046,1999-05-01,134.1138
NPL046,1999-06-01,417.2806
NPL046,1999-07-01,361.8733
NPL046,1999-08-01,418.6546
NPL046,1999-09-01,144.7033
NPL046,1999-10-01,64.5139
NPL046,1999-11-01,16.6459
NPL046,1999-12-01,13.7146
NPL046,2000-01-01,25.8674
NPL046,2000-02-01,45.1526
NPL046,2000-03-01,35.5491
NPL046,2000-04-01,156.3837
NPL046,2000-05-01,210.6708
NPL046,2000-06-01,483.8505
NPL046,2000-07-01,416.1114
NPL046,2000-08-01,399.0264
NPL046,2000-09-01,177.8452
NPL046,2000-10-01,41.5178
NPL046,2000-11-01,12.5694
NPL046,2000-12-01,18.5398
NPL046,2001-01-01,16.3114
NPL046,2001-02-01,29.7657
NPL046,2001-03-01,38.8378
NPL046,2001-04-01,66.9347
NPL046,2001-05-01,182.0215
NPL046,2001-06-01,417.9697
NPL046,2001-07-01,417.4183
NPL046,2001-08-01,367.6191
NPL046,2001-09-01,203.7621
NPL046,2001-10-01,66.7476
NPL046,2001-11-01,30.9923
NPL046,2001-12-01,12.4745
NPL046,2002-01-01,71.5255
NPL046,2002-02-01,41.3516
NPL046,2002-03-01,55.9701
NPL046,2002-04-01,114.1538
NPL046,2002-05-01,182.9769
NPL046,2002-06-01,224.6207
NPL046,2002-07-01,397.9312
NPL046,2002-08-01,384.285
NPL046,2002-09-01,139.2367
NPL046,2002-10-01,43.8227
NPL046,2002-11-01,15.5393
NPL046,2002-12-01,32.2328
NPL046,2003-01-01,35.432
NPL046,2003-02-01,49.4102
NPL046,2003-03-01,51.3682
NPL046,2003-04-01,55.9715
NPL046,2003-05-01,77.3251
NPL046,2003-06-01,435.775
NPL046,2003-07-01,474.4218
NPL046,2003-08-01,429.3962
NPL046,2003-09-01,286.5954
NPL046,2003-10-01,24.1704
NPL046,2003-11-01,12.2938
NPL046,2003-12-01,16.3447
NPL046,2004-01-01,32.0573
NPL046,2004-02-01,18.9612
NPL046,2004-03-01,14.8221
NPL046,2004-04-01,119.6029
NPL046,2004-05-01,137.5981
NPL046,2004-06-01,241.2885
NPL046,2004-07-01,339.5869
NPL046,2004-08-01,205.8346
NPL046,2004-09-01,240.3131
NPL046,2004-10-01,76.258
NPL046,2004-11-01,16.233
NPL046,2004-12-01,12.6213
NPL046,2005-01-01,61.5597
NPL046,2005-02-01,21.0541
NPL046,2005-03-01,38.3705
NPL046,2005-04-01,56.6646
NPL046,2005-05-01,72.4467
NPL046,2005-06-01,304.6655
NPL046,2005-07-01,390.6104
NPL046,2005-08-01,352.2886
NPL046,2005-09-01,196.4498
NPL046,2005-10-01,115.6066
NPL046,2005-11-01,8.803
NPL046,2005-12-01,7.5912
NPL046,2006-01-01,1.4172
NPL046,2006-02-01,18.3489
NPL046,2006-03-01,41.7505
NPL046,2006-04-01,119.8491
NPL046,2006-05-01,174.1248
NPL046,2006-06-01,350.8519
NPL046,2006-07-01,310.1928
NPL046,2006-08-01,272.2998
NPL046,2006-09-01,172.1174
NPL046,2006-10-01,40.4841
NPL046,2006-11-01,14.1404
NPL046,2006-12-01,17.9602
NPL046,2007-01-01,7.716
NPL046,2007-02-01,78.5298
NPL046,2007-03-01,52.8336
NPL046,2007-04-01,92.9228
NPL046,2007-05-01,93.7905
NPL046,2007-06-01,190.8834
NPL046,2007-07-01,532.3941
NPL046,2007-08-01,429.3707
NPL046,2007-09-01,333.4245
NPL046,2007-10-01,91.0912
NPL046,2007-11-01,17.6303
NPL046,2007-12-01,10.4818
NPL046,2008-01-01,16.3399
NPL046,2008-02-01,11.8307
NPL046,2008-03-01,25.8369
NPL046,2008-04-01,61.4332
NPL046,2008-05-01,162.0295
NPL046,2008-06-01,592.542
NPL046,2008-07-01,318.1734
NPL046,2008-08-01,506.5659
NPL046,2008-09-01,238.4543
NPL046,2008-10-01,56.2035
NPL046,2008-11-01,12.0239
NPL046,2008-12-01,19.7172
NPL046,2009-01-01,12.0194
NPL046,2009-02-01,20.5939
NPL046,2009-03-01,22.8299
NPL046,2009-04-01,17.4411
NPL046,2009-05-01,232.1097
NPL046,2009-06-01,216.242
NPL046,2009-07-01,322.8644
NPL046,2009-08-01,485.5385
NPL046,2009-09-01,123.3944
NPL046,2009-10-01,214.1224
NPL046,2009-11-01,13.7886
NPL046,2009-12-01,12.0799
NPL046,2010-01-01,5.6718
NPL046,2010-02-01,29.8944
NPL046,2010-03-01,10.4562
NPL046,2010-04-01,38.0181
NPL046,2010-05-01,113.7376
NPL046,2010-06-01,262.9193
NPL046,2010-07-01,474.8867
NPL046,2010-08-01,482.162
NPL046,2010-09-01,349.6414
NPL046,2010-10-01,58.7142
NPL046,2010-11-01,13.2215
NPL046,2010-12-01,8.8658
NPL046,2011-01-01,14.0835
NPL046,2011-02-01,19.8652
NPL046,2011-03-01,32.136
NPL046,2011-04-01,98.4632
NPL046,2011-05-01,190.3165
NPL046,2011-06-01,369.201
NPL046,2011-07-01,425.0939
NPL046,2011-08-01,421.8456
NPL046,2011-09-01,204.5752
NPL046,2011-10-01,47.4658
NPL046,2011-11-01,44.4179
NPL046,2011-12-01,24.65
NPL046,2012-01-01,40.0625
NPL046,2012-02-01,36.4958
NPL046,2012-03-01,23.0499
NPL046,2012-04-01,58.3307
NPL046,2012-05-01,79.3065
NPL046,2012-06-01,183.6304
NPL046,2012-07-01,507.8017
NPL046,2012-08-01,292.6718
NPL046,2012-09-01,439.0279
NPL046,2012-10-01,33.0662
NPL046,2012-11-01,5.1831
NPL046,2012-12-01,3.193
NPL046,2013-01-01,35.7057
NPL046,2013-02-01,83.0343
NPL046,2013-03-01,23.3171
NPL046,2013-04-01,91.2119
NPL046,2013-05-01,124.0722
NPL046,2013-06-01,674.0694
NPL046,2013-07-01,485.8475
NPL046,2013-08-01,328.6485
NPL046,2013-09-01,163.2469
NPL046,2013-10-01,150.5718
NPL046,2013-11-01,5.9934
NPL046,2013-12-01,14.7816
NPL046,2014-01-01,27.2084
NPL046,2014-02-01,25.9499
NPL046,2014-03-01,33.2975
NPL046,2014-04-01,21.1477
NPL046,2014-05-01,92.0192
NPL046,2014-06-01,340.2941
NPL046,2014-07-01,396.9063
NPL046,2014-08-01,621.1823
NPL046,2014-09-01,252.2928
NPL046,2014-10-01,156.1003
NPL046,2014-11-01,13.4114
NPL046,2014-12-01,20.5279
NPL046,2015-01-01,49.9339
NPL046,2015-02-01,16.5706
NPL046,2015-03-01,95.0567
NPL046,2015-04-01,98.735
NPL046,2015-05-01,73.8366
NPL046,2015-06-01,269.2016
NPL046,2015-07-01,403.881
NPL046,2015-08-01,438.9563
NPL046,2015-09-01,148.6469
NPL046,2015-10-01,59.4922
NPL046,2015-11-01,10.8217
NPL046,2015-12-01,2.0763
NPL046,2016-01-01,11.4075
NPL046,2016-02-01,16.4468
NPL046,2016-03-01,31.898
NPL046,2016-04-01,13.1117
NPL046,2016-05-01,161.9914
NPL046,2016-06-01,274.0763
NPL046,2016-07-01,718.7679
NPL046,2016-08-01,266.2585
NPL046,2016-09-01,391.8755
NPL046,2016-10-01,134.1458
NPL046,2016-11-01,2.5339
NPL046,2016-12-01,2.3902
NPL046,2017-01-01,11.0701
NPL046,2017-02-01,4.0195
NPL046,2017-03-01,50.7887
NPL046,2017-04-01,90.557
NPL046,2017-05-01,155.5608
NPL046,2017-06-01,300.6276
NPL046,2017-07-01,519.247
NPL046,2017-08-01,533.0447
NPL046,2017-09-01,261.667
NPL046,2017-10-01,57.4694
NPL046,2017-11-01,8.3454
NPL046,2017-12-01,1.6726
NPL046,2018-01-01,7.2424
NPL046,2018-02-01,6.4337
NPL046,2018-03-01,24.3175
NPL046,2018-04-01,103.8008
NPL046,2018-05-01,220.696
NPL046,2018-06-01,205.8984
NPL046,2018-07-01,519.7856
NPL046,2018-08-01,440.3785
NPL046,2018-09-01,118.6596
NPL046,2018-10-01,25.2694
NPL046,2018-11-01,13.6915
NPL046,2018-12-01,6.3368
NPL046,2019-01-01,31.8375
NPL046,2019-02-01,67.5578
NPL046,2019-03-01,27.2021
NPL046,2019-04-01,63.6592
NPL046,2019-05-01,96.3301
NPL046,2019-06-01,211.1751
NPL046,2019-07-01,458.9977
NPL046,2019-08-01,346.2562
NPL046,2019-09-01,304.8036
NPL046,2019-10-01,40.0183
NPL046,2019-11-01,12.628
NPL046,2019-12-01,25.4495
NPL046,2020-01-01,82.1007
NPL046,2020-02-01,45.3914
NPL046,2020-03-01,90.4295
NPL046,2020-04-01,124.9235
NPL046,2020-05-01,188.6994
NPL046,2020-06-01,548.4067
NPL046,2020-07-01,630.0975
NPL046,2020-08-01,439.6251
NPL046,2020-09-01,407.511
NPL046,2020-10-01,22.7102
NPL046,2020-11-01,20.2184
NPL047,1979-02-01,33.8556
NPL047,1979-03-01,5.0739
NPL047,1979-04-01,29.8685
NPL047,1979-05-01,40.2489
NPL047,1979-06-01,273.9692
NPL047,1979-07-01,511.714
NPL047,1979-08-01,204.8789
NPL047,1979-09-01,112.9417
NPL047,1979-10-01,133.0539
NPL047,1979-11-01,23.2865
NPL047,1979-12-01,13.1011
NPL047,1980-01-01,3.2944
NPL047,1980-02-01,9.5104
NPL047,1980-03-01,38.0054
NPL047,1980-04-01,2.1053
NPL047,1980-05-01,94.4345
NPL047,1980-06-01,461.7739
NPL047,1980-07-01,726.4531
NPL047,1980-08-01,834.9272
NPL047,1980-09-01,394.4646
NPL047,1980-10-01,41.1096
NPL047,1980-11-01,0.9353
NPL047,1980-12-01,3.5951
NPL047,1981-01-01,51.0508
NPL047,1981-02-01,3.8673
NPL047,1981-03-01,44.1376
NPL047,1981-04-01,67.4433
NPL047,1981-05-01,139.9896
NPL047,1981-06-01,177.5913
NPL047,1981-07-01,684.6952
NPL047,1981-08-01,451.5907
NPL047,1981-09-01,363.3185
NPL047,1981-10-01,10.3672
NPL047,1981-11-01,25.5693
NPL047,1981-12-01,1.8291
NPL047,1982-01-01,38.8538
NPL047,1982-02-01,19.8213
NPL047,1982-03-01,40.6178
NPL047,1982-04-01,65.489
NPL047,1982-05-01,24.0362
NPL047,1982-06-01,288.1385
NPL047,1982-07-01,387.0915
NPL047,1982-08-01,284.645
NPL047,1982-09-01,218.8676
NPL047,1982-10-01,14.7738
NPL047,1982-11-01,22.2588
NPL047,1982-12-01,9.9396
NPL047,1983-01-01,28.8848
NPL047,1983-02-01,9.783
NPL047,1983-03-01,18.66
NPL047,1983-04-01,67.8902
NPL047,1983-05-01,133.7685
NPL047,1983-06-01,107.9718
NPL047,1983-07-01,395.711
NPL047,1983-08-01,277.1499
NPL047,1983-09-01,306.9699
NPL047,1983-10-01,102.6031
NPL047,1983-11-01,1.5175
NPL047,1983-12-01,14.6941
NPL047,1984-01-01,54.4446
NPL047,1984-02-01,6.9003
NPL047,1984-03-01,3.8774
NPL047,1984-04-01,8.5898
NPL047,1984-05-01,92.1729
NPL047,1984-06-01,582.039
NPL047,1984-07-01,656.0883
NPL047,1984-08-01,302.6703
NPL047,1984-09-01,346.2968
NPL047,1984-10-01,17.299
NPL047,1984-11-01,0.4242
NPL047,1984-12-01,8.7793
NPL047,1985-01-01,33.2234
NPL047,1985-02-01,1.7911
NPL047,1985-03-01,4.1333
NPL047,1985-04-01,21.8404
NPL047,1985-05-01,90.9736
NPL047,1985-06-01,275.3326
NPL047,1985-07-01,565.4161
NPL047,1985-08-01,425.9689
NPL047,1985-09-01,436.7779
NPL047,1985-10-01,151.3344
NPL047,1985-11-01,5.3652
NPL047,1985-12-01,32.7449
NPL047,1986-01-01,2.082
NPL047,1986-02-01,35.2525
NPL047,1986-03-01,5.0599
NPL047,1986-04-01,45.3681
NPL047,1986-05-01,70.4744
NPL047,1986-06-01,248.0716
NPL047,1986-07-01,475.7977
NPL047,1986-08-01,449.2935
NPL047,1986-09-01,339.9102
NPL047,1986-10-01,56.5254
NPL047,1986-11-01,4.8276
NPL047,1986-12-01,67.7383
NPL047,1987-01-01,9.442
NPL047,1987-02-01,11.8562
NPL047,1987-03-01,21.4461
NPL047,1987-04-01,53.1649
NPL047,1987-05-01,32.808
NPL047,1987-06-01,121.9646
NPL047,1987-07-01,754.545
NPL047,1987-08-01,483.0783
NPL047,1987-09-01,389.8697
NPL047,1987-10-01,162.2784
NPL047,1987-11-01,0.6108
