date,fiscal_year,base_year,group_code,cmdty_code,description,index_value
2023-09-01,2023-2024,2015-16,02,41,Pan prepared,371.28
2023-10-01,2023-2024,2015-16,02,41,Pan prepared,373.16
2023-11-01,2023-2024,2015-16,02,41,Pan prepared,373.16
2023-12-01,2023-2024,2015-16,02,41,Pan prepared,389.61
2024-01-01,2023-2024,2015-16,02,41,Pan prepared,391.7
2024-02-01,2023-2024,2015-16,02,41,Pan prepared,393.51
2024-03-01,2023-2024,2015-16,02,41,Pan prepared,394.44
2024-04-01,2023-2024,2015-16,02,41,Pan prepared,395.17
2024-05-01,2023-2024,2015-16,02,41,Pan prepared,399.64
2024-06-01,2023-2024,2015-16,02,41,Pan prepared,400.36
2024-07-01,2024-2025,2015-16,02,41,Pan prepared,408.73
2024-08-01,2024-2025,2015-16,02,41,Pan prepared,414.94
2024-09-01,2024-2025,2015-16,02,41,Pan prepared,417.17
2024-10-01,2024-2025,2015-16,02,41,Pan prepared,418.9
2024-11-01,2024-2025,2015-16,02,41,Pan prepared,421.5
2024-12-01,2024-2025,2015-16,02,41,Pan prepared,429.58
2025-01-01,2024-2025,2015-16,02,41,Pan prepared,432.4
2025-02-01,2024-2025,2015-16,02,41,Pan prepared,450.94
2025-03-01,2024-2025,2015-16,02,41,Pan prepared,451.52
2025-04-01,2024-2025,2015-16,02,41,Pan prepared,459.74
2025-05-01,2024-2025,2015-16,02,41,Pan prepared,459.74
2025-06-01,2024-2025,2015-16,02,41,Pan prepared,463.42
2025-07-01,2025-2026,2015-16,02,41,Pan prepared,463.64
2025-08-01,2025-2026,2015-16,02,41,Pan prepared,465.58
2025-09-01,2025-2026,2015-16,02,41,Pan prepared,466.38
2025-10-01,2025-2026,2015-16,02,41,Pan prepared,467.46
2025-11-01,2025-2026,2015-16,02,41,Pan prepared,481.31
2025-12-01,2025-2026,2015-16,02,41,Pan prepared,481.53
2026-01-01,2025-2026,2015-16,02,41,Pan prepared,482.03
2026-02-01,2025-2026,2015-16,02,41,Pan prepared,482.61
2026-03-01,2025-2026,2015-16,02,41,Pan prepared,485.35
2026-04-01,2025-2026,2015-16,02,41,Pan prepared,486
2026-05-01,2025-2026,2015-16,02,41,Pan prepared,489.47
2026-06-01,2025-2026,2015-16,02,41,Pan prepared,496.75
2019-07-01,2019-2020,2015-16,03,00,Clothing and footwear,121.6
2019-08-01,2019-2020,2015-16,03,00,Clothing and footwear,123.36
2019-09-01,2019-2020,2015-16,03,00,Clothing and footwear,123.86
2019-10-01,2019-2020,2015-16,03,00,Clothing and footwear,124.17
2019-11-01,2019-2020,2015-16,03,00,Clothing and footwear,125.23
2019-12-01,2019-2020,2015-16,03,00,Clothing and footwear,126.1
2020-01-01,2019-2020,2015-16,03,00,Clothing and footwear,127.13
2020-02-01,2019-2020,2015-16,03,00,Clothing and footwear,127.81
2020-03-01,2019-2020,2015-16,03,00,Clothing and footwear,129.69
2020-04-01,2019-2020,2015-16,03,00,Clothing and footwear,129.69
2020-05-01,2019-2020,2015-16,03,00,Clothing and footwear,131.67
2020-06-01,2019-2020,2015-16,03,00,Clothing and footwear,132.5
2020-07-01,2020-2021,2015-16,03,00,Clothing and footwear,132.97
2020-08-01,2020-2021,2015-16,03,00,Clothing and footwear,133.2
2020-09-01,2020-2021,2015-16,03,00,Clothing and footwear,133.75
2020-10-01,2020-2021,2015-16,03,00,Clothing and footwear,134.1
2020-11-01,2020-2021,2015-16,03,00,Clothing and footwear,136.62
2020-12-01,2020-2021,2015-16,03,00,Clothing and footwear,137.25
2021-01-01,2020-2021,2015-16,03,00,Clothing and footwear,137.97
2021-02-01,2020-2021,2015-16,03,00,Clothing and footwear,143.58
2021-03-01,2020-2021,2015-16,03,00,Clothing and footwear,144.65
2021-04-01,2020-2021,2015-16,03,00,Clothing and footwear,146.21
2021-05-01,2020-2021,2015-16,03,00,Clothing and footwear,146.36
2021-06-01,2020-2021,2015-16,03,00,Clothing and footwear,146.45
2021-07-01,2021-2022,2015-16,03,00,Clothing and footwear,146.78
2021-08-01,2021-2022,2015-16,03,00,Clothing and footwear,146.97
2021-09-01,2021-2022,2015-16,03,00,Clothing and footwear,147.12
2021-10-01,2021-2022,2015-16,03,00,Clothing and footwear,147.74
2021-11-01,2021-2022,2015-16,03,00,Clothing and footwear,149.65
2021-12-01,2021-2022,2015-16,03,00,Clothing and footwear,153.96
2022-01-01,2021-2022,2015-16,03,00,Clothing and footwear,155.09
2022-02-01,2021-2022,2015-16,03,00,Clothing and footwear,157.08
2022-03-01,2021-2022,2015-16,03,00,Clothing and footwear,158.48
2022-04-01,2021-2022,2015-16,03,00,Clothing and footwear,161.57
2022-05-01,2021-2022,2015-16,03,00,Clothing and footwear,162.38
2022-06-01,2021-2022,2015-16,03,00,Clothing and footwear,167.25
2022-07-01,2022-2023,2015-16,03,00,Clothing and footwear,168.85
2022-08-01,2022-2023,2015-16,03,00,Clothing and footwear,174.62
2022-09-01,2022-2023,2015-16,03,00,Clothing and footwear,174.86
2022-10-01,2022-2023,2015-16,03,00,Clothing and footwear,176.6
2022-11-01,2022-2023,2015-16,03,00,Clothing and footwear,178.94
2022-12-01,2022-2023,2015-16,03,00,Clothing and footwear,180.13
2023-01-01,2022-2023,2015-16,03,00,Clothing and footwear,181.13
2023-02-01,2022-2023,2015-16,03,00,Clothing and footwear,183.44
2023-03-01,2022-2023,2015-16,03,00,Clothing and footwear,194.04
2023-04-01,2022-2023,2015-16,03,00,Clothing and footwear,196.25
2023-05-01,2022-2023,2015-16,03,00,Clothing and footwear,197
2023-06-01,2022-2023,2015-16,03,00,Clothing and footwear,199.16
2023-07-01,2023-2024,2015-16,03,00,Clothing and footwear,200.25
2023-08-01,2023-2024,2015-16,03,00,Clothing and footwear,202.6
2023-09-01,2023-2024,2015-16,03,00,Clothing and footwear,205.7
2023-10-01,2023-2024,2015-16,03,00,Clothing and footwear,207.5
2023-11-01,2023-2024,2015-16,03,00,Clothing and footwear,211.64
2023-12-01,2023-2024,2015-16,03,00,Clothing and footwear,212.48
2024-01-01,2023-2024,2015-16,03,00,Clothing and footwear,213.55
2024-02-01,2023-2024,2015-16,03,00,Clothing and footwear,214.12
2024-03-01,2023-2024,2015-16,03,00,Clothing and footwear,216.67
2024-04-01,2023-2024,2015-16,03,00,Clothing and footwear,230.79
2024-05-01,2023-2024,2015-16,03,00,Clothing and footwear,231.28
2024-06-01,2023-2024,2015-16,03,00,Clothing and footwear,233.53
2024-07-01,2024-2025,2015-16,03,00,Clothing and footwear,235.24
2024-08-01,2024-2025,2015-16,03,00,Clothing and footwear,236.21
2024-09-01,2024-2025,2015-16,03,00,Clothing and footwear,237.02
2024-10-01,2024-2025,2015-16,03,00,Clothing and footwear,237.24
2024-11-01,2024-2025,2015-16,03,00,Clothing and footwear,244.54
2024-12-01,2024-2025,2015-16,03,00,Clothing and footwear,245.42
2025-01-01,2024-2025,2015-16,03,00,Clothing and footwear,246.32
2025-02-01,2024-2025,2015-16,03,00,Clothing and footwear,246.69
2025-03-01,2024-2025,2015-16,03,00,Clothing and footwear,249.74
2025-04-01,2024-2025,2015-16,03,00,Clothing and footwear,251.04
2025-05-01,2024-2025,2015-16,03,00,Clothing and footwear,254.43
2025-06-01,2024-2025,2015-16,03,00,Clothing and footwear,254.64
2025-07-01,2025-2026,2015-16,03,00,Clothing and footwear,254.87
2025-08-01,2025-2026,2015-16,03,00,Clothing and footwear,255.32
2025-09-01,2025-2026,2015-16,03,00,Clothing and footwear,255.85
2025-10-01,2025-2026,2015-16,03,00,Clothing and footwear,256.5
2025-11-01,2025-2026,2015-16,03,00,Clothing and footwear,258.42
2025-12-01,2025-2026,2015-16,03,00,Clothing and footwear,259.13
2026-01-01,2025-2026,2015-16,03,00,Clothing and footwear,259.76
2026-02-01,2025-2026,2015-16,03,00,Clothing and footwear,260.8
2026-03-01,2025-2026,2015-16,03,00,Clothing and footwear,262.74
2026-04-01,2025-2026,2015-16,03,00,Clothing and footwear,264.87
2026-05-01,2025-2026,2015-16,03,00,Clothing and footwear,280.55
2026-06-01,2025-2026,2015-16,03,00,Clothing and footwear,283.12
2019-07-01,2019-2020,2015-16,03,42,Cotton cloth,123.51
2019-08-01,2019-2020,2015-16,03,42,Cotton cloth,124.77
2019-09-01,2019-2020,2015-16,03,42,Cotton cloth,125.93
2019-10-01,2019-2020,2015-16,03,42,Cotton cloth,126.13
2019-11-01,2019-2020,2015-16,03,42,Cotton cloth,126.52
2019-12-01,2019-2020,2015-16,03,42,Cotton cloth,126.56
2020-01-01,2019-2020,2015-16,03,42,Cotton cloth,127.02
2020-02-01,2019-2020,2015-16,03,42,Cotton cloth,127.83
2020-03-01,2019-2020,2015-16,03,42,Cotton cloth,128.83
2020-04-01,2019-2020,2015-16,03,42,Cotton cloth,128.83
2020-05-01,2019-2020,2015-16,03,42,Cotton cloth,134.03
2020-06-01,2019-2020,2015-16,03,42,Cotton cloth,136.39
2020-07-01,2020-2021,2015-16,03,42,Cotton cloth,137.01
2020-08-01,2020-2021,2015-16,03,42,Cotton cloth,137.16
2020-09-01,2020-2021,2015-16,03,42,Cotton cloth,137.16
2020-10-01,2020-2021,2015-16,03,42,Cotton cloth,137.17
2020-11-01,2020-2021,2015-16,03,42,Cotton cloth,142.31
2020-12-01,2020-2021,2015-16,03,42,Cotton cloth,142.39
2021-01-01,2020-2021,2015-16,03,42,Cotton cloth,143.01
2021-02-01,2020-2021,2015-16,03,42,Cotton cloth,146.62
2021-03-01,2020-2021,2015-16,03,42,Cotton cloth,149.21
2021-04-01,2020-2021,2015-16,03,42,Cotton cloth,150.16
2021-05-01,2020-2021,2015-16,03,42,Cotton cloth,150.21
2021-06-01,2020-2021,2015-16,03,42,Cotton cloth,150.24
2021-07-01,2021-2022,2015-16,03,42,Cotton cloth,150.39
2021-08-01,2021-2022,2015-16,03,42,Cotton cloth,150.56
2021-09-01,2021-2022,2015-16,03,42,Cotton cloth,150.57
2021-10-01,2021-2022,2015-16,03,42,Cotton cloth,150.63
2021-11-01,2021-2022,2015-16,03,42,Cotton cloth,154.61
2021-12-01,2021-2022,2015-16,03,42,Cotton cloth,156.54
2022-01-01,2021-2022,2015-16,03,42,Cotton cloth,157.39
2022-02-01,2021-2022,2015-16,03,42,Cotton cloth,163.16
2022-03-01,2021-2022,2015-16,03,42,Cotton cloth,165.48
2022-04-01,2021-2022,2015-16,03,42,Cotton cloth,168.87
2022-05-01,2021-2022,2015-16,03,42,Cotton cloth,169.04
2022-06-01,2021-2022,2015-16,03,42,Cotton cloth,173.84
2022-07-01,2022-2023,2015-16,03,42,Cotton cloth,177.68
2022-08-01,2022-2023,2015-16,03,42,Cotton cloth,185.98
2022-09-01,2022-2023,2015-16,03,42,Cotton cloth,186.23
2022-10-01,2022-2023,2015-16,03,42,Cotton cloth,187.02
2022-11-01,2022-2023,2015-16,03,42,Cotton cloth,189
2022-12-01,2022-2023,2015-16,03,42,Cotton cloth,189.97
2023-01-01,2022-2023,2015-16,03,42,Cotton cloth,190.01
2023-02-01,2022-2023,2015-16,03,42,Cotton cloth,193.87
2023-03-01,2022-2023,2015-16,03,42,Cotton cloth,219.65
2023-04-01,2022-2023,2015-16,03,42,Cotton cloth,221.99
2023-05-01,2022-2023,2015-16,03,42,Cotton cloth,222.33
2023-06-01,2022-2023,2015-16,03,42,Cotton cloth,223.29
2023-07-01,2023-2024,2015-16,03,42,Cotton cloth,224.29
2023-08-01,2023-2024,2015-16,03,42,Cotton cloth,225.25
2023-09-01,2023-2024,2015-16,03,42,Cotton cloth,234.02
2023-10-01,2023-2024,2015-16,03,42,Cotton cloth,236.67
2023-11-01,2023-2024,2015-16,03,42,Cotton cloth,244.87
2023-12-01,2023-2024,2015-16,03,42,Cotton cloth,245.08
2024-01-01,2023-2024,2015-16,03,42,Cotton cloth,245.13
2024-02-01,2023-2024,2015-16,03,42,Cotton cloth,246.53
2024-03-01,2023-2024,2015-16,03,42,Cotton cloth,248.8
2024-04-01,2023-2024,2015-16,03,42,Cotton cloth,273.04
2024-05-01,2023-2024,2015-16,03,42,Cotton cloth,273.95
2024-06-01,2023-2024,2015-16,03,42,Cotton cloth,275.45
2024-07-01,2024-2025,2015-16,03,42,Cotton cloth,279.49
2024-08-01,2024-2025,2015-16,03,42,Cotton cloth,279.69
2024-09-01,2024-2025,2015-16,03,42,Cotton cloth,279.95
2024-10-01,2024-2025,2015-16,03,42,Cotton cloth,279.95
2024-11-01,2024-2025,2015-16,03,42,Cotton cloth,280.13
2024-12-01,2024-2025,2015-16,03,42,Cotton cloth,280.39
2025-01-01,2024-2025,2015-16,03,42,Cotton cloth,280.55
2025-02-01,2024-2025,2015-16,03,42,Cotton cloth,281.5
2025-03-01,2024-2025,2015-16,03,42,Cotton cloth,286.41
2025-04-01,2024-2025,2015-16,03,42,Cotton cloth,288.37
2025-05-01,2024-2025,2015-16,03,42,Cotton cloth,297.59
2025-06-01,2024-2025,2015-16,03,42,Cotton cloth,297.99
2025-07-01,2025-2026,2015-16,03,42,Cotton cloth,298.32
2025-08-01,2025-2026,2015-16,03,42,Cotton cloth,298.53
2025-09-01,2025-2026,2015-16,03,42,Cotton cloth,299.83
2025-10-01,2025-2026,2015-16,03,42,Cotton cloth,299.86
2025-11-01,2025-2026,2015-16,03,42,Cotton cloth,300.07
2025-12-01,2025-2026,2015-16,03,42,Cotton cloth,300.07
2026-01-01,2025-2026,2015-16,03,42,Cotton cloth,300.08
2026-02-01,2025-2026,2015-16,03,42,Cotton cloth,300.73
2026-03-01,2025-2026,2015-16,03,42,Cotton cloth,303.09
2026-04-01,2025-2026,2015-16,03,42,Cotton cloth,305.69
2026-05-01,2025-2026,2015-16,03,42,Cotton cloth,310.08
2026-06-01,2025-2026,2015-16,03,42,Cotton cloth,315.05
2019-07-01,2019-2020,2015-16,03,43,Woolen cloth,113.89
2019-08-01,2019-2020,2015-16,03,43,Woolen cloth,115.35
2019-09-01,2019-2020,2015-16,03,43,Woolen cloth,115.36
2019-10-01,2019-2020,2015-16,03,43,Woolen cloth,115.92
2019-11-01,2019-2020,2015-16,03,43,Woolen cloth,119.57
2019-12-01,2019-2020,2015-16,03,43,Woolen cloth,120.94
2020-01-01,2019-2020,2015-16,03,43,Woolen cloth,124.66
2020-02-01,2019-2020,2015-16,03,43,Woolen cloth,125.76
2020-03-01,2019-2020,2015-16,03,43,Woolen cloth,125.98
2020-04-01,2019-2020,2015-16,03,43,Woolen cloth,125.99
2020-05-01,2019-2020,2015-16,03,43,Woolen cloth,126.22
2020-06-01,2019-2020,2015-16,03,43,Woolen cloth,127.1
2020-07-01,2020-2021,2015-16,03,43,Woolen cloth,128.47
2020-08-01,2020-2021,2015-16,03,43,Woolen cloth,128.48
2020-09-01,2020-2021,2015-16,03,43,Woolen cloth,131.47
2020-10-01,2020-2021,2015-16,03,43,Woolen cloth,131.55
2020-11-01,2020-2021,2015-16,03,43,Woolen cloth,134.61
2020-12-01,2020-2021,2015-16,03,43,Woolen cloth,136.48
2021-01-01,2020-2021,2015-16,03,43,Woolen cloth,137.04
2021-02-01,2020-2021,2015-16,03,43,Woolen cloth,138.84
2021-03-01,2020-2021,2015-16,03,43,Woolen cloth,140.2
2021-04-01,2020-2021,2015-16,03,43,Woolen cloth,141.06
2021-05-01,2020-2021,2015-16,03,43,Woolen cloth,141.18
2021-06-01,2020-2021,2015-16,03,43,Woolen cloth,141.24
2021-07-01,2021-2022,2015-16,03,43,Woolen cloth,141.25
2021-08-01,2021-2022,2015-16,03,43,Woolen cloth,141.67
2021-09-01,2021-2022,2015-16,03,43,Woolen cloth,142.33
2021-10-01,2021-2022,2015-16,03,43,Woolen cloth,142.62
2021-11-01,2021-2022,2015-16,03,43,Woolen cloth,143.93
2021-12-01,2021-2022,2015-16,03,43,Woolen cloth,148.7
2022-01-01,2021-2022,2015-16,03,43,Woolen cloth,148.89
2022-02-01,2021-2022,2015-16,03,43,Woolen cloth,149.07
2022-03-01,2021-2022,2015-16,03,43,Woolen cloth,153.75
2022-04-01,2021-2022,2015-16,03,43,Woolen cloth,154.28
2022-05-01,2021-2022,2015-16,03,43,Woolen cloth,154.44
2022-06-01,2021-2022,2015-16,03,43,Woolen cloth,157.31
2022-07-01,2022-2023,2015-16,03,43,Woolen cloth,160.08
2022-08-01,2022-2023,2015-16,03,43,Woolen cloth,162.06
2022-09-01,2022-2023,2015-16,03,43,Woolen cloth,162.27
2022-10-01,2022-2023,2015-16,03,43,Woolen cloth,172.25
2022-11-01,2022-2023,2015-16,03,43,Woolen cloth,174.44
2022-12-01,2022-2023,2015-16,03,43,Woolen cloth,177.98
2023-01-01,2022-2023,2015-16,03,43,Woolen cloth,178.41
2023-02-01,2022-2023,2015-16,03,43,Woolen cloth,178.63
2023-03-01,2022-2023,2015-16,03,43,Woolen cloth,189.24
2023-04-01,2022-2023,2015-16,03,43,Woolen cloth,191.5
2023-05-01,2022-2023,2015-16,03,43,Woolen cloth,191.79
2023-06-01,2022-2023,2015-16,03,43,Woolen cloth,194.69
2023-07-01,2023-2024,2015-16,03,43,Woolen cloth,199.25
2023-08-01,2023-2024,2015-16,03,43,Woolen cloth,199.67
2023-09-01,2023-2024,2015-16,03,43,Woolen cloth,200.05
2023-10-01,2023-2024,2015-16,03,43,Woolen cloth,203.84
2023-11-01,2023-2024,2015-16,03,43,Woolen cloth,210.63
2023-12-01,2023-2024,2015-16,03,43,Woolen cloth,212.27
2024-01-01,2023-2024,2015-16,03,43,Woolen cloth,213.22
2024-02-01,2023-2024,2015-16,03,43,Woolen cloth,213.45
2024-03-01,2023-2024,2015-16,03,43,Woolen cloth,215.69
2024-04-01,2023-2024,2015-16,03,43,Woolen cloth,223.94
2024-05-01,2023-2024,2015-16,03,43,Woolen cloth,224.02
2024-06-01,2023-2024,2015-16,03,43,Woolen cloth,224.68
2024-07-01,2024-2025,2015-16,03,43,Woolen cloth,224.88
2024-08-01,2024-2025,2015-16,03,43,Woolen cloth,225.56
2024-09-01,2024-2025,2015-16,03,43,Woolen cloth,228.49
2024-10-01,2024-2025,2015-16,03,43,Woolen cloth,228.89
2024-11-01,2024-2025,2015-16,03,43,Woolen cloth,235.28
2024-12-01,2024-2025,2015-16,03,43,Woolen cloth,235.97
2025-01-01,2024-2025,2015-16,03,43,Woolen cloth,236.95
2025-02-01,2024-2025,2015-16,03,43,Woolen cloth,237.12
2025-03-01,2024-2025,2015-16,03,43,Woolen cloth,238.44
2025-04-01,2024-2025,2015-16,03,43,Woolen cloth,242.23
2025-05-01,2024-2025,2015-16,03,43,Woolen cloth,243.05
2025-06-01,2024-2025,2015-16,03,43,Woolen cloth,243.05
2025-07-01,2025-2026,2015-16,03,43,Woolen cloth,243.09
2025-08-01,2025-2026,2015-16,03,43,Woolen cloth,243.55
2025-09-01,2025-2026,2015-16,03,43,Woolen cloth,243.92
2025-10-01,2025-2026,2015-16,03,43,Woolen cloth,244.87
2025-11-01,2025-2026,2015-16,03,43,Woolen cloth,253.81
2025-12-01,2025-2026,2015-16,03,43,Woolen cloth,254.35
2026-01-01,2025-2026,2015-16,03,43,Woolen cloth,257.78
2026-02-01,2025-2026,2015-16,03,43,Woolen cloth,258.39
2026-03-01,2025-2026,2015-16,03,43,Woolen cloth,260.04
2026-04-01,2025-2026,2015-16,03,43,Woolen cloth,264.21
2026-05-01,2025-2026,2015-16,03,43,Woolen cloth,265.04
2026-06-01,2025-2026,2015-16,03,43,Woolen cloth,267.09
2019-07-01,2019-2020,2015-16,03,44,Readymade garments,125.6
2019-08-01,2019-2020,2015-16,03,44,Readymade garments,126.21
2019-09-01,2019-2020,2015-16,03,44,Readymade garments,126.24
2019-10-01,2019-2020,2015-16,03,44,Readymade garments,126.76
2019-11-01,2019-2020,2015-16,03,44,Readymade garments,126.97
2019-12-01,2019-2020,2015-16,03,44,Readymade garments,127.38
2020-01-01,2019-2020,2015-16,03,44,Readymade garments,127.58
2020-02-01,2019-2020,2015-16,03,44,Readymade garments,128.66
2020-03-01,2019-2020,2015-16,03,44,Readymade garments,129.95
2020-04-01,2019-2020,2015-16,03,44,Readymade garments,129.96
2020-05-01,2019-2020,2015-16,03,44,Readymade garments,130.2
2020-06-01,2019-2020,2015-16,03,44,Readymade garments,130.22
2020-07-01,2020-2021,2015-16,03,44,Readymade garments,130.49
2020-08-01,2020-2021,2015-16,03,44,Readymade garments,130.56
2020-09-01,2020-2021,2015-16,03,44,Readymade garments,131.13
2020-10-01,2020-2021,2015-16,03,44,Readymade garments,132.21
2020-11-01,2020-2021,2015-16,03,44,Readymade garments,132.81
2020-12-01,2020-2021,2015-16,03,44,Readymade garments,133.13
2021-01-01,2020-2021,2015-16,03,44,Readymade garments,133.57
2021-02-01,2020-2021,2015-16,03,44,Readymade garments,137.48
2021-03-01,2020-2021,2015-16,03,44,Readymade garments,137.77
2021-04-01,2020-2021,2015-16,03,44,Readymade garments,138.91
2021-05-01,2020-2021,2015-16,03,44,Readymade garments,138.92
2021-06-01,2020-2021,2015-16,03,44,Readymade garments,139.1
2021-07-01,2021-2022,2015-16,03,44,Readymade garments,139.34
2021-08-01,2021-2022,2015-16,03,44,Readymade garments,139.41
2021-09-01,2021-2022,2015-16,03,44,Readymade garments,139.71
2021-10-01,2021-2022,2015-16,03,44,Readymade garments,143.12
2021-11-01,2021-2022,2015-16,03,44,Readymade garments,143.97
2021-12-01,2021-2022,2015-16,03,44,Readymade garments,144.88
2022-01-01,2021-2022,2015-16,03,44,Readymade garments,145.32
2022-02-01,2021-2022,2015-16,03,44,Readymade garments,146.03
2022-03-01,2021-2022,2015-16,03,44,Readymade garments,146.41
2022-04-01,2021-2022,2015-16,03,44,Readymade garments,148.41
2022-05-01,2021-2022,2015-16,03,44,Readymade garments,150.3
2022-06-01,2021-2022,2015-16,03,44,Readymade garments,151.09
2022-07-01,2022-2023,2015-16,03,44,Readymade garments,151.4
2022-08-01,2022-2023,2015-16,03,44,Readymade garments,163.28
2022-09-01,2022-2023,2015-16,03,44,Readymade garments,163.56
2022-10-01,2022-2023,2015-16,03,44,Readymade garments,165.44
2022-11-01,2022-2023,2015-16,03,44,Readymade garments,166.13
2022-12-01,2022-2023,2015-16,03,44,Readymade garments,166.58
2023-01-01,2022-2023,2015-16,03,44,Readymade garments,167.42
2023-02-01,2022-2023,2015-16,03,44,Readymade garments,167.73
2023-03-01,2022-2023,2015-16,03,44,Readymade garments,175.47
2023-04-01,2022-2023,2015-16,03,44,Readymade garments,176.32
2023-05-01,2022-2023,2015-16,03,44,Readymade garments,177.02
2023-06-01,2022-2023,2015-16,03,44,Readymade garments,183.66
2023-07-01,2023-2024,2015-16,03,44,Readymade garments,184.21
2023-08-01,2023-2024,2015-16,03,44,Readymade garments,191.32
2023-09-01,2023-2024,2015-16,03,44,Readymade garments,192.62
2023-10-01,2023-2024,2015-16,03,44,Readymade garments,193.28
2023-11-01,2023-2024,2015-16,03,44,Readymade garments,193.7
2023-12-01,2023-2024,2015-16,03,44,Readymade garments,193.76
2024-01-01,2023-2024,2015-16,03,44,Readymade garments,193.86
2024-02-01,2023-2024,2015-16,03,44,Readymade garments,194.06
2024-03-01,2023-2024,2015-16,03,44,Readymade garments,198.36
2024-04-01,2023-2024,2015-16,03,44,Readymade garments,200.11
2024-05-01,2023-2024,2015-16,03,44,Readymade garments,200.77
2024-06-01,2023-2024,2015-16,03,44,Readymade garments,202.2
2024-07-01,2024-2025,2015-16,03,44,Readymade garments,202.48
2024-08-01,2024-2025,2015-16,03,44,Readymade garments,205
2024-09-01,2024-2025,2015-16,03,44,Readymade garments,206.45
2024-10-01,2024-2025,2015-16,03,44,Readymade garments,206.62
2024-11-01,2024-2025,2015-16,03,44,Readymade garments,208.75
2024-12-01,2024-2025,2015-16,03,44,Readymade garments,209.07
2025-01-01,2024-2025,2015-16,03,44,Readymade garments,212.42
2025-02-01,2024-2025,2015-16,03,44,Readymade garments,212.63
2025-03-01,2024-2025,2015-16,03,44,Readymade garments,217.2
2025-04-01,2024-2025,2015-16,03,44,Readymade garments,218.67
2025-05-01,2024-2025,2015-16,03,44,Readymade garments,220.91
2025-06-01,2024-2025,2015-16,03,44,Readymade garments,221.11
2025-07-01,2025-2026,2015-16,03,44,Readymade garments,221.16
2025-08-01,2025-2026,2015-16,03,44,Readymade garments,222.92
2025-09-01,2025-2026,2015-16,03,44,Readymade garments,223.24
2025-10-01,2025-2026,2015-16,03,44,Readymade garments,223.65
2025-11-01,2025-2026,2015-16,03,44,Readymade garments,224.08
2025-12-01,2025-2026,2015-16,03,44,Readymade garments,224.78
2026-01-01,2025-2026,2015-16,03,44,Readymade garments,226.35
2026-02-01,2025-2026,2015-16,03,44,Readymade garments,226.61
2026-03-01,2025-2026,2015-16,03,44,Readymade garments,228.64
2026-04-01,2025-2026,2015-16,03,44,Readymade garments,230.64
2026-05-01,2025-2026,2015-16,03,44,Readymade garments,232.21
2026-06-01,2025-2026,2015-16,03,44,Readymade garments,233.31
2019-07-01,2019-2020,2015-16,03,45,Woolen readymade garments,115.81
2019-08-01,2019-2020,2015-16,03,45,Woolen readymade garments,115.81
2019-09-01,2019-2020,2015-16,03,45,Woolen readymade garments,115.98
2019-10-01,2019-2020,2015-16,03,45,Woolen readymade garments,116.29
2019-11-01,2019-2020,2015-16,03,45,Woolen readymade garments,120.5
2019-12-01,2019-2020,2015-16,03,45,Woolen readymade garments,123.78
2020-01-01,2019-2020,2015-16,03,45,Woolen readymade garments,126.89
2020-02-01,2019-2020,2015-16,03,45,Woolen readymade garments,126.89
2020-03-01,2019-2020,2015-16,03,45,Woolen readymade garments,126.88
2020-04-01,2019-2020,2015-16,03,45,Woolen readymade garments,126.88
2020-05-01,2019-2020,2015-16,03,45,Woolen readymade garments,126.88
2020-06-01,2019-2020,2015-16,03,45,Woolen readymade garments,126.88
2020-07-01,2020-2021,2015-16,03,45,Woolen readymade garments,126.88
2020-08-01,2020-2021,2015-16,03,45,Woolen readymade garments,126.88
2020-09-01,2020-2021,2015-16,03,45,Woolen readymade garments,127.17
2020-10-01,2020-2021,2015-16,03,45,Woolen readymade garments,127.19
2020-11-01,2020-2021,2015-16,03,45,Woolen readymade garments,138.45
2020-12-01,2020-2021,2015-16,03,45,Woolen readymade garments,139.94
2021-01-01,2020-2021,2015-16,03,45,Woolen readymade garments,141.04
2021-02-01,2020-2021,2015-16,03,45,Woolen readymade garments,141.11
2021-03-01,2020-2021,2015-16,03,45,Woolen readymade garments,142.21
2021-04-01,2020-2021,2015-16,03,45,Woolen readymade garments,142.21
2021-05-01,2020-2021,2015-16,03,45,Woolen readymade garments,142.21
2021-06-01,2020-2021,2015-16,03,45,Woolen readymade garments,142.21
2021-07-01,2021-2022,2015-16,03,45,Woolen readymade garments,142.21
2021-08-01,2021-2022,2015-16,03,45,Woolen readymade garments,142.21
2021-09-01,2021-2022,2015-16,03,45,Woolen readymade garments,142.21
2021-10-01,2021-2022,2015-16,03,45,Woolen readymade garments,142.27
2021-11-01,2021-2022,2015-16,03,45,Woolen readymade garments,143.59
2021-12-01,2021-2022,2015-16,03,45,Woolen readymade garments,149.45
2022-01-01,2021-2022,2015-16,03,45,Woolen readymade garments,159.42
2022-02-01,2021-2022,2015-16,03,45,Woolen readymade garments,159.54
2022-03-01,2021-2022,2015-16,03,45,Woolen readymade garments,159.54
2022-04-01,2021-2022,2015-16,03,45,Woolen readymade garments,159.54
2022-05-01,2021-2022,2015-16,03,45,Woolen readymade garments,159.54
2022-06-01,2021-2022,2015-16,03,45,Woolen readymade garments,159.54
2022-07-01,2022-2023,2015-16,03,45,Woolen readymade garments,159.54
2022-08-01,2022-2023,2015-16,03,45,Woolen readymade garments,159.54
2022-09-01,2022-2023,2015-16,03,45,Woolen readymade garments,159.54
