date,fiscal_year,base_year,group_code,cmdty_code,description,index_value
2015-07-01,2015-2016,2007-08,00,00,General,201.76
2015-08-01,2015-2016,2007-08,00,00,General,202.25
2015-09-01,2015-2016,2007-08,00,00,General,202.04
2015-10-01,2015-2016,2007-08,00,00,General,203.03
2015-11-01,2015-2016,2007-08,00,00,General,204.22
2015-12-01,2015-2016,2007-08,00,00,General,203.06
2016-01-01,2015-2016,2007-08,00,00,General,203.49
2016-02-01,2015-2016,2007-08,00,00,General,202.98
2016-03-01,2015-2016,2007-08,00,00,General,203.28
2016-04-01,2015-2016,2007-08,00,00,General,206.43
2016-05-01,2015-2016,2007-08,00,00,General,205.99
2016-06-01,2015-2016,2007-08,00,00,General,207.3
2016-07-01,2016-2017,2007-08,00,00,General,210.08
2016-08-01,2016-2017,2007-08,00,00,General,209.46
2016-09-01,2016-2017,2007-08,00,00,General,209.88
2016-10-01,2016-2017,2007-08,00,00,General,211.57
2016-11-01,2016-2017,2007-08,00,00,General,212.01
2016-12-01,2016-2017,2007-08,00,00,General,210.57
2017-01-01,2016-2017,2007-08,00,00,General,210.94
2017-02-01,2016-2017,2007-08,00,00,General,211.54
2017-03-01,2016-2017,2007-08,00,00,General,213.32
2017-04-01,2016-2017,2007-08,00,00,General,216.3
2017-05-01,2016-2017,2007-08,00,00,General,216.33
2017-06-01,2016-2017,2007-08,00,00,General,215.45
2017-07-01,2017-2018,2007-08,00,00,General,216.19
2017-08-01,2017-2018,2007-08,00,00,General,216.61
2017-09-01,2017-2018,2007-08,00,00,General,217.98
2017-10-01,2017-2018,2007-08,00,00,General,219.61
2017-11-01,2017-2018,2007-08,00,00,General,220.42
2017-12-01,2017-2018,2007-08,00,00,General,220.2
2018-01-01,2017-2018,2007-08,00,00,General,220.27
2018-02-01,2017-2018,2007-08,00,00,General,219.58
2018-03-01,2017-2018,2007-08,00,00,General,220.25
2018-04-01,2017-2018,2007-08,00,00,General,224.25
2018-05-01,2017-2018,2007-08,00,00,General,225.4
2018-06-01,2017-2018,2007-08,00,00,General,226.67
2018-07-01,2018-2019,2007-08,00,00,General,228.8
2018-08-01,2018-2019,2007-08,00,00,General,229.27
2018-09-01,2018-2019,2007-08,00,00,General,229.12
2018-10-01,2018-2019,2007-08,00,00,General,234.49
2018-11-01,2018-2019,2007-08,00,00,General,234.76
2018-12-01,2018-2019,2007-08,00,00,General,233.78
2019-01-01,2018-2019,2007-08,00,00,General,236.11
2019-02-01,2018-2019,2007-08,00,00,General,237.61
2019-03-01,2018-2019,2007-08,00,00,General,240.99
2019-04-01,2018-2019,2007-08,00,00,General,244.03
2019-05-01,2018-2019,2007-08,00,00,General,245.94
2019-06-01,2018-2019,2007-08,00,00,General,246.82
2015-07-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,219.76
2015-08-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,220.51
2015-09-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,219.41
2015-10-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,220.4
2015-11-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,223.17
2015-12-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,218.28
2016-01-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,216.71
2016-02-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,214.99
2016-03-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,216.13
2016-04-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,221.59
2016-05-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,219.65
2016-06-01,2015-2016,2007-08,01,00,Food and non-alcoholic Beverages,222.39
2016-07-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,228.36
2016-08-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,225.91
2016-09-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,226.3
2016-10-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,228.3
2016-11-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,228.74
2016-12-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,223.58
2017-01-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,220.96
2017-02-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,221.66
2017-03-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,226.16
2017-04-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,230.25
2017-05-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,229.65
2017-06-01,2016-2017,2007-08,01,00,Food and non-alcoholic Beverages,229.18
2017-07-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,229.99
2017-08-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,230.99
2017-09-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,234.23
2017-10-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,235.69
2017-11-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,236.61
2017-12-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,235.12
2018-01-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,232.25
2018-02-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,229.23
2018-03-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,228.39
2018-04-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,231.9
2018-05-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,234.4
2018-06-01,2017-2018,2007-08,01,00,Food and non-alcoholic Beverages,236.56
2018-07-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,238.08
2018-08-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,238.58
2018-09-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,236.78
2018-10-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,240.5
2018-11-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,239.03
2018-12-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,235.23
2019-01-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,235.91
2019-02-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,239.59
2019-03-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,247.17
2019-04-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,251.63
2019-05-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,254.52
2019-06-01,2018-2019,2007-08,01,00,Food and non-alcoholic Beverages,254.36
2015-07-01,2015-2016,2007-08,01,01,Wheat,195.34
2015-08-01,2015-2016,2007-08,01,01,Wheat,194.04
2015-09-01,2015-2016,2007-08,01,01,Wheat,193.88
2015-10-01,2015-2016,2007-08,01,01,Wheat,200.07
2015-11-01,2015-2016,2007-08,01,01,Wheat,202.99
2015-12-01,2015-2016,2007-08,01,01,Wheat,206.87
2016-01-01,2015-2016,2007-08,01,01,Wheat,207.61
2016-02-01,2015-2016,2007-08,01,01,Wheat,209.18
2016-03-01,2015-2016,2007-08,01,01,Wheat,208.84
2016-04-01,2015-2016,2007-08,01,01,Wheat,199.84
2016-05-01,2015-2016,2007-08,01,01,Wheat,190.74
2016-06-01,2015-2016,2007-08,01,01,Wheat,190.65
2016-07-01,2016-2017,2007-08,01,01,Wheat,190.81
2016-08-01,2016-2017,2007-08,01,01,Wheat,193.5
2016-09-01,2016-2017,2007-08,01,01,Wheat,194.03
2016-10-01,2016-2017,2007-08,01,01,Wheat,202.6
2016-11-01,2016-2017,2007-08,01,01,Wheat,203.78
2016-12-01,2016-2017,2007-08,01,01,Wheat,205.54
2017-01-01,2016-2017,2007-08,01,01,Wheat,206.77
2017-02-01,2016-2017,2007-08,01,01,Wheat,207.84
2017-03-01,2016-2017,2007-08,01,01,Wheat,208.99
2017-04-01,2016-2017,2007-08,01,01,Wheat,203.46
2017-05-01,2016-2017,2007-08,01,01,Wheat,192.57
2017-06-01,2016-2017,2007-08,01,01,Wheat,192.58
2017-07-01,2017-2018,2007-08,01,01,Wheat,191.16
2017-08-01,2017-2018,2007-08,01,01,Wheat,190.51
2017-09-01,2017-2018,2007-08,01,01,Wheat,194.8
2017-10-01,2017-2018,2007-08,01,01,Wheat,197.74
2017-11-01,2017-2018,2007-08,01,01,Wheat,200.97
2017-12-01,2017-2018,2007-08,01,01,Wheat,203.16
2018-01-01,2017-2018,2007-08,01,01,Wheat,206.02
2018-02-01,2017-2018,2007-08,01,01,Wheat,205.66
2018-03-01,2017-2018,2007-08,01,01,Wheat,204.63
2018-04-01,2017-2018,2007-08,01,01,Wheat,198.93
2018-05-01,2017-2018,2007-08,01,01,Wheat,192.37
2018-06-01,2017-2018,2007-08,01,01,Wheat,194
2018-07-01,2018-2019,2007-08,01,01,Wheat,198.49
2018-08-01,2018-2019,2007-08,01,01,Wheat,198.97
2018-09-01,2018-2019,2007-08,01,01,Wheat,200.51
2018-10-01,2018-2019,2007-08,01,01,Wheat,203.64
2018-11-01,2018-2019,2007-08,01,01,Wheat,206.42
2018-12-01,2018-2019,2007-08,01,01,Wheat,207.82
2019-01-01,2018-2019,2007-08,01,01,Wheat,209.26
2019-02-01,2018-2019,2007-08,01,01,Wheat,212.26
2019-03-01,2018-2019,2007-08,01,01,Wheat,212.59
2019-04-01,2018-2019,2007-08,01,01,Wheat,208.4
2019-05-01,2018-2019,2007-08,01,01,Wheat,206.61
2019-06-01,2018-2019,2007-08,01,01,Wheat,211.05
2015-07-01,2015-2016,2007-08,01,02,Wheat Flour,209.15
2015-08-01,2015-2016,2007-08,01,02,Wheat Flour,208.24
2015-09-01,2015-2016,2007-08,01,02,Wheat Flour,208.52
2015-10-01,2015-2016,2007-08,01,02,Wheat Flour,213.1
2015-11-01,2015-2016,2007-08,01,02,Wheat Flour,216.28
2015-12-01,2015-2016,2007-08,01,02,Wheat Flour,217.09
2016-01-01,2015-2016,2007-08,01,02,Wheat Flour,217.29
2016-02-01,2015-2016,2007-08,01,02,Wheat Flour,217.05
2016-03-01,2015-2016,2007-08,01,02,Wheat Flour,216.95
2016-04-01,2015-2016,2007-08,01,02,Wheat Flour,213.8
2016-05-01,2015-2016,2007-08,01,02,Wheat Flour,208.56
2016-06-01,2015-2016,2007-08,01,02,Wheat Flour,207.51
2016-07-01,2016-2017,2007-08,01,02,Wheat Flour,208.98
2016-08-01,2016-2017,2007-08,01,02,Wheat Flour,209.16
2016-09-01,2016-2017,2007-08,01,02,Wheat Flour,209.04
2016-10-01,2016-2017,2007-08,01,02,Wheat Flour,211.25
2016-11-01,2016-2017,2007-08,01,02,Wheat Flour,212.3
2016-12-01,2016-2017,2007-08,01,02,Wheat Flour,213.35
2017-01-01,2016-2017,2007-08,01,02,Wheat Flour,213.27
2017-02-01,2016-2017,2007-08,01,02,Wheat Flour,213.15
2017-03-01,2016-2017,2007-08,01,02,Wheat Flour,213.15
2017-04-01,2016-2017,2007-08,01,02,Wheat Flour,211.07
2017-05-01,2016-2017,2007-08,01,02,Wheat Flour,208.05
2017-06-01,2016-2017,2007-08,01,02,Wheat Flour,206.83
2017-07-01,2017-2018,2007-08,01,02,Wheat Flour,204.66
2017-08-01,2017-2018,2007-08,01,02,Wheat Flour,203.1
2017-09-01,2017-2018,2007-08,01,02,Wheat Flour,204.81
2017-10-01,2017-2018,2007-08,01,02,Wheat Flour,207.43
2017-11-01,2017-2018,2007-08,01,02,Wheat Flour,211.55
2017-12-01,2017-2018,2007-08,01,02,Wheat Flour,212.54
2018-01-01,2017-2018,2007-08,01,02,Wheat Flour,212.35
2018-02-01,2017-2018,2007-08,01,02,Wheat Flour,212.84
2018-03-01,2017-2018,2007-08,01,02,Wheat Flour,211.52
2018-04-01,2017-2018,2007-08,01,02,Wheat Flour,210.07
2018-05-01,2017-2018,2007-08,01,02,Wheat Flour,206.09
2018-06-01,2017-2018,2007-08,01,02,Wheat Flour,208.16
2018-07-01,2018-2019,2007-08,01,02,Wheat Flour,211.75
2018-08-01,2018-2019,2007-08,01,02,Wheat Flour,212.13
2018-09-01,2018-2019,2007-08,01,02,Wheat Flour,212.55
2018-10-01,2018-2019,2007-08,01,02,Wheat Flour,214.19
2018-11-01,2018-2019,2007-08,01,02,Wheat Flour,215.36
2018-12-01,2018-2019,2007-08,01,02,Wheat Flour,216.23
2019-01-01,2018-2019,2007-08,01,02,Wheat Flour,216.59
2019-02-01,2018-2019,2007-08,01,02,Wheat Flour,216.91
2019-03-01,2018-2019,2007-08,01,02,Wheat Flour,217.34
2019-04-01,2018-2019,2007-08,01,02,Wheat Flour,215.66
2019-05-01,2018-2019,2007-08,01,02,Wheat Flour,217.25
2019-06-01,2018-2019,2007-08,01,02,Wheat Flour,222.06
2015-07-01,2015-2016,2007-08,01,03,Wheat Product,212.14
2015-08-01,2015-2016,2007-08,01,03,Wheat Product,212.75
2015-09-01,2015-2016,2007-08,01,03,Wheat Product,212.74
2015-10-01,2015-2016,2007-08,01,03,Wheat Product,214.59
2015-11-01,2015-2016,2007-08,01,03,Wheat Product,216.05
2015-12-01,2015-2016,2007-08,01,03,Wheat Product,216.9
2016-01-01,2015-2016,2007-08,01,03,Wheat Product,216.36
2016-02-01,2015-2016,2007-08,01,03,Wheat Product,213.03
2016-03-01,2015-2016,2007-08,01,03,Wheat Product,212.36
2016-04-01,2015-2016,2007-08,01,03,Wheat Product,214.44
2016-05-01,2015-2016,2007-08,01,03,Wheat Product,213.99
2016-06-01,2015-2016,2007-08,01,03,Wheat Product,213.52
2016-07-01,2016-2017,2007-08,01,03,Wheat Product,214.98
2016-08-01,2016-2017,2007-08,01,03,Wheat Product,215.54
2016-09-01,2016-2017,2007-08,01,03,Wheat Product,216.37
2016-10-01,2016-2017,2007-08,01,03,Wheat Product,217.29
2016-11-01,2016-2017,2007-08,01,03,Wheat Product,217.35
2016-12-01,2016-2017,2007-08,01,03,Wheat Product,217.16
2017-01-01,2016-2017,2007-08,01,03,Wheat Product,217.11
2017-02-01,2016-2017,2007-08,01,03,Wheat Product,216.39
2017-03-01,2016-2017,2007-08,01,03,Wheat Product,216.57
2017-04-01,2016-2017,2007-08,01,03,Wheat Product,216.66
2017-05-01,2016-2017,2007-08,01,03,Wheat Product,216.02
2017-06-01,2016-2017,2007-08,01,03,Wheat Product,214.38
2017-07-01,2017-2018,2007-08,01,03,Wheat Product,213.98
2017-08-01,2017-2018,2007-08,01,03,Wheat Product,212.62
2017-09-01,2017-2018,2007-08,01,03,Wheat Product,213.67
2017-10-01,2017-2018,2007-08,01,03,Wheat Product,213.11
2017-11-01,2017-2018,2007-08,01,03,Wheat Product,213.19
2017-12-01,2017-2018,2007-08,01,03,Wheat Product,215
2018-01-01,2017-2018,2007-08,01,03,Wheat Product,214.91
2018-02-01,2017-2018,2007-08,01,03,Wheat Product,214.3
2018-03-01,2017-2018,2007-08,01,03,Wheat Product,214.16
2018-04-01,2017-2018,2007-08,01,03,Wheat Product,213.09
2018-05-01,2017-2018,2007-08,01,03,Wheat Product,212.42
2018-06-01,2017-2018,2007-08,01,03,Wheat Product,212.75
2018-07-01,2018-2019,2007-08,01,03,Wheat Product,213.01
2018-08-01,2018-2019,2007-08,01,03,Wheat Product,213.31
2018-09-01,2018-2019,2007-08,01,03,Wheat Product,213.99
2018-10-01,2018-2019,2007-08,01,03,Wheat Product,214.54
2018-11-01,2018-2019,2007-08,01,03,Wheat Product,215.82
2018-12-01,2018-2019,2007-08,01,03,Wheat Product,217.36
2019-01-01,2018-2019,2007-08,01,03,Wheat Product,218.78
2019-02-01,2018-2019,2007-08,01,03,Wheat Product,218.51
2019-03-01,2018-2019,2007-08,01,03,Wheat Product,217.61
2019-04-01,2018-2019,2007-08,01,03,Wheat Product,215.88
2019-05-01,2018-2019,2007-08,01,03,Wheat Product,216.71
2019-06-01,2018-2019,2007-08,01,03,Wheat Product,218.7
2015-07-01,2015-2016,2007-08,01,04,Besan,226.93
2015-08-01,2015-2016,2007-08,01,04,Besan,236.9
2015-09-01,2015-2016,2007-08,01,04,Besan,240.09
2015-10-01,2015-2016,2007-08,01,04,Besan,250.61
2015-11-01,2015-2016,2007-08,01,04,Besan,259.87
2015-12-01,2015-2016,2007-08,01,04,Besan,263.29
2016-01-01,2015-2016,2007-08,01,04,Besan,265.87
2016-02-01,2015-2016,2007-08,01,04,Besan,258.32
2016-03-01,2015-2016,2007-08,01,04,Besan,258.58
2016-04-01,2015-2016,2007-08,01,04,Besan,266.21
2016-05-01,2015-2016,2007-08,01,04,Besan,297.68
2016-06-01,2015-2016,2007-08,01,04,Besan,304.78
2016-07-01,2016-2017,2007-08,01,04,Besan,322.68
2016-08-01,2016-2017,2007-08,01,04,Besan,327.65
2016-09-01,2016-2017,2007-08,01,04,Besan,315.81
2016-10-01,2016-2017,2007-08,01,04,Besan,327.42
2016-11-01,2016-2017,2007-08,01,04,Besan,346.57
2016-12-01,2016-2017,2007-08,01,04,Besan,350.39
2017-01-01,2016-2017,2007-08,01,04,Besan,342.04
2017-02-01,2016-2017,2007-08,01,04,Besan,310.18
2017-03-01,2016-2017,2007-08,01,04,Besan,296.24
2017-04-01,2016-2017,2007-08,01,04,Besan,296.79
2017-05-01,2016-2017,2007-08,01,04,Besan,297.62
2017-06-01,2016-2017,2007-08,01,04,Besan,285.65
2017-07-01,2017-2018,2007-08,01,04,Besan,283.83
2017-08-01,2017-2018,2007-08,01,04,Besan,279.13
2017-09-01,2017-2018,2007-08,01,04,Besan,276.11
2017-10-01,2017-2018,2007-08,01,04,Besan,280.66
2017-11-01,2017-2018,2007-08,01,04,Besan,280.28
2017-12-01,2017-2018,2007-08,01,04,Besan,279.43
2018-01-01,2017-2018,2007-08,01,04,Besan,274.45
2018-02-01,2017-2018,2007-08,01,04,Besan,271.63
2018-03-01,2017-2018,2007-08,01,04,Besan,267.57
2018-04-01,2017-2018,2007-08,01,04,Besan,263.89
2018-05-01,2017-2018,2007-08,01,04,Besan,268.4
2018-06-01,2017-2018,2007-08,01,04,Besan,260.94
2018-07-01,2018-2019,2007-08,01,04,Besan,261.62
2018-08-01,2018-2019,2007-08,01,04,Besan,265.36
2018-09-01,2018-2019,2007-08,01,04,Besan,266.82
2018-10-01,2018-2019,2007-08,01,04,Besan,267.01
2018-11-01,2018-2019,2007-08,01,04,Besan,266.48
2018-12-01,2018-2019,2007-08,01,04,Besan,270.56
2019-01-01,2018-2019,2007-08,01,04,Besan,276.26
2019-02-01,2018-2019,2007-08,01,04,Besan,274.79
2019-03-01,2018-2019,2007-08,01,04,Besan,275.2
2019-04-01,2018-2019,2007-08,01,04,Besan,273.96
2019-05-01,2018-2019,2007-08,01,04,Besan,273.41
2019-06-01,2018-2019,2007-08,01,04,Besan,275.43
2015-07-01,2015-2016,2007-08,01,05,Rice,174.19
2015-08-01,2015-2016,2007-08,01,05,Rice,174.03
2015-09-01,2015-2016,2007-08,01,05,Rice,170.56
2015-10-01,2015-2016,2007-08,01,05,Rice,164.5
2015-11-01,2015-2016,2007-08,01,05,Rice,158.55
2015-12-01,2015-2016,2007-08,01,05,Rice,156.85
2016-01-01,2015-2016,2007-08,01,05,Rice,156.97
2016-02-01,2015-2016,2007-08,01,05,Rice,156.66
2016-03-01,2015-2016,2007-08,01,05,Rice,157.09
2016-04-01,2015-2016,2007-08,01,05,Rice,155.53
2016-05-01,2015-2016,2007-08,01,05,Rice,154.07
2016-06-01,2015-2016,2007-08,01,05,Rice,156.23
2016-07-01,2016-2017,2007-08,01,05,Rice,158.13
2016-08-01,2016-2017,2007-08,01,05,Rice,159.75
2016-09-01,2016-2017,2007-08,01,05,Rice,160.52
2016-10-01,2016-2017,2007-08,01,05,Rice,160.67
2016-11-01,2016-2017,2007-08,01,05,Rice,160.23
2016-12-01,2016-2017,2007-08,01,05,Rice,160.68
2017-01-01,2016-2017,2007-08,01,05,Rice,162.33
2017-02-01,2016-2017,2007-08,01,05,Rice,168.06
2017-03-01,2016-2017,2007-08,01,05,Rice,169.87
2017-04-01,2016-2017,2007-08,01,05,Rice,174.21
2017-05-01,2016-2017,2007-08,01,05,Rice,177.72
2017-06-01,2016-2017,2007-08,01,05,Rice,178.03
2017-07-01,2017-2018,2007-08,01,05,Rice,179.16
2017-08-01,2017-2018,2007-08,01,05,Rice,182.03
2017-09-01,2017-2018,2007-08,01,05,Rice,182.86
2017-10-01,2017-2018,2007-08,01,05,Rice,182.85
2017-11-01,2017-2018,2007-08,01,05,Rice,182.82
2017-12-01,2017-2018,2007-08,01,05,Rice,184.97
2018-01-01,2017-2018,2007-08,01,05,Rice,190.46
2018-02-01,2017-2018,2007-08,01,05,Rice,191.61
2018-03-01,2017-2018,2007-08,01,05,Rice,192.45
2018-04-01,2017-2018,2007-08,01,05,Rice,193.68
2018-05-01,2017-2018,2007-08,01,05,Rice,194.33
2018-06-01,2017-2018,2007-08,01,05,Rice,193.75
2018-07-01,2018-2019,2007-08,01,05,Rice,195.96
2018-08-01,2018-2019,2007-08,01,05,Rice,197.74
2018-09-01,2018-2019,2007-08,01,05,Rice,199.02
2018-10-01,2018-2019,2007-08,01,05,Rice,200.65
2018-11-01,2018-2019,2007-08,01,05,Rice,199.78
2018-12-01,2018-2019,2007-08,01,05,Rice,201.41
2019-01-01,2018-2019,2007-08,01,05,Rice,201.61
2019-02-01,2018-2019,2007-08,01,05,Rice,201.45
2019-03-01,2018-2019,2007-08,01,05,Rice,202.28
2019-04-01,2018-2019,2007-08,01,05,Rice,203.89
2019-05-01,2018-2019,2007-08,01,05,Rice,204.99
2019-06-01,2018-2019,2007-08,01,05,Rice,205.7
2015-07-01,2015-2016,2007-08,01,06,Cereals,242.61
2015-08-01,2015-2016,2007-08,01,06,Cereals,243.87
2015-09-01,2015-2016,2007-08,01,06,Cereals,244.01
2015-10-01,2015-2016,2007-08,01,06,Cereals,244.03
2015-11-01,2015-2016,2007-08,01,06,Cereals,244.41
2015-12-01,2015-2016,2007-08,01,06,Cereals,244.3
2016-01-01,2015-2016,2007-08,01,06,Cereals,244.57
2016-02-01,2015-2016,2007-08,01,06,Cereals,245.93
2016-03-01,2015-2016,2007-08,01,06,Cereals,248.03
2016-04-01,2015-2016,2007-08,01,06,Cereals,248.02
2016-05-01,2015-2016,2007-08,01,06,Cereals,248.06
2016-06-01,2015-2016,2007-08,01,06,Cereals,248.23
2016-07-01,2016-2017,2007-08,01,06,Cereals,249.62
2016-08-01,2016-2017,2007-08,01,06,Cereals,250.03
2016-09-01,2016-2017,2007-08,01,06,Cereals,250.17
2016-10-01,2016-2017,2007-08,01,06,Cereals,250.57
2016-11-01,2016-2017,2007-08,01,06,Cereals,251.74
2016-12-01,2016-2017,2007-08,01,06,Cereals,253.48
2017-01-01,2016-2017,2007-08,01,06,Cereals,253.51
2017-02-01,2016-2017,2007-08,01,06,Cereals,253.65
2017-03-01,2016-2017,2007-08,01,06,Cereals,253.81
2017-04-01,2016-2017,2007-08,01,06,Cereals,254.41
2017-05-01,2016-2017,2007-08,01,06,Cereals,255.14
2017-06-01,2016-2017,2007-08,01,06,Cereals,254.31
2017-07-01,2017-2018,2007-08,01,06,Cereals,255.2
2017-08-01,2017-2018,2007-08,01,06,Cereals,255.72
2017-09-01,2017-2018,2007-08,01,06,Cereals,255.64
2017-10-01,2017-2018,2007-08,01,06,Cereals,257.39
2017-11-01,2017-2018,2007-08,01,06,Cereals,257.56
2017-12-01,2017-2018,2007-08,01,06,Cereals,257.59
2018-01-01,2017-2018,2007-08,01,06,Cereals,257.76
2018-02-01,2017-2018,2007-08,01,06,Cereals,259.02
2018-03-01,2017-2018,2007-08,01,06,Cereals,259.04
2018-04-01,2017-2018,2007-08,01,06,Cereals,261.81
2018-05-01,2017-2018,2007-08,01,06,Cereals,264.3
2018-06-01,2017-2018,2007-08,01,06,Cereals,263.9
2018-07-01,2018-2019,2007-08,01,06,Cereals,263.9
2018-08-01,2018-2019,2007-08,01,06,Cereals,264.58
2018-09-01,2018-2019,2007-08,01,06,Cereals,264.45
2018-10-01,2018-2019,2007-08,01,06,Cereals,264.48
2018-11-01,2018-2019,2007-08,01,06,Cereals,265.77
2018-12-01,2018-2019,2007-08,01,06,Cereals,267.98
2019-01-01,2018-2019,2007-08,01,06,Cereals,269.22
2019-02-01,2018-2019,2007-08,01,06,Cereals,269.41
2019-03-01,2018-2019,2007-08,01,06,Cereals,270.7
2019-04-01,2018-2019,2007-08,01,06,Cereals,271.41
2019-05-01,2018-2019,2007-08,01,06,Cereals,272.73
2019-06-01,2018-2019,2007-08,01,06,Cereals,273.24
2015-07-01,2015-2016,2007-08,01,07,Bakery & Confectionary,208.8
2015-08-01,2015-2016,2007-08,01,07,Bakery & Confectionary,209.48
2015-09-01,2015-2016,2007-08,01,07,Bakery & Confectionary,209.68
2015-10-01,2015-2016,2007-08,01,07,Bakery & Confectionary,209.83
2015-11-01,2015-2016,2007-08,01,07,Bakery & Confectionary,210.04
2015-12-01,2015-2016,2007-08,01,07,Bakery & Confectionary,210.23
2016-01-01,2015-2016,2007-08,01,07,Bakery & Confectionary,210.44
2016-02-01,2015-2016,2007-08,01,07,Bakery & Confectionary,211.97
2016-03-01,2015-2016,2007-08,01,07,Bakery & Confectionary,212.37
2016-04-01,2015-2016,2007-08,01,07,Bakery & Confectionary,212.32
2016-05-01,2015-2016,2007-08,01,07,Bakery & Confectionary,212.69
2016-06-01,2015-2016,2007-08,01,07,Bakery & Confectionary,213.83
2016-07-01,2016-2017,2007-08,01,07,Bakery & Confectionary,215.31
2016-08-01,2016-2017,2007-08,01,07,Bakery & Confectionary,215.45
2016-09-01,2016-2017,2007-08,01,07,Bakery & Confectionary,215.16
2016-10-01,2016-2017,2007-08,01,07,Bakery & Confectionary,215.5
2016-11-01,2016-2017,2007-08,01,07,Bakery & Confectionary,216.46
2016-12-01,2016-2017,2007-08,01,07,Bakery & Confectionary,216.31
2017-01-01,2016-2017,2007-08,01,07,Bakery & Confectionary,216.35
2017-02-01,2016-2017,2007-08,01,07,Bakery & Confectionary,216.92
2017-03-01,2016-2017,2007-08,01,07,Bakery & Confectionary,217.2
2017-04-01,2016-2017,2007-08,01,07,Bakery & Confectionary,217.62
2017-05-01,2016-2017,2007-08,01,07,Bakery & Confectionary,217.9
2017-06-01,2016-2017,2007-08,01,07,Bakery & Confectionary,218.31
2017-07-01,2017-2018,2007-08,01,07,Bakery & Confectionary,218.39
2017-08-01,2017-2018,2007-08,01,07,Bakery & Confectionary,218.89
2017-09-01,2017-2018,2007-08,01,07,Bakery & Confectionary,218.99
2017-10-01,2017-2018,2007-08,01,07,Bakery & Confectionary,219.29
2017-11-01,2017-2018,2007-08,01,07,Bakery & Confectionary,221.9
2017-12-01,2017-2018,2007-08,01,07,Bakery & Confectionary,222.54
2018-01-01,2017-2018,2007-08,01,07,Bakery & Confectionary,223.47
2018-02-01,2017-2018,2007-08,01,07,Bakery & Confectionary,224.55
2018-03-01,2017-2018,2007-08,01,07,Bakery & Confectionary,224.66
2018-04-01,2017-2018,2007-08,01,07,Bakery & Confectionary,225.07
2018-05-01,2017-2018,2007-08,01,07,Bakery & Confectionary,225.94
2018-06-01,2017-2018,2007-08,01,07,Bakery & Confectionary,226.64
2018-07-01,2018-2019,2007-08,01,07,Bakery & Confectionary,228.08
2018-08-01,2018-2019,2007-08,01,07,Bakery & Confectionary,228.93
2018-09-01,2018-2019,2007-08,01,07,Bakery & Confectionary,229.45
2018-10-01,2018-2019,2007-08,01,07,Bakery & Confectionary,229.04
2018-11-01,2018-2019,2007-08,01,07,Bakery & Confectionary,229.76
2018-12-01,2018-2019,2007-08,01,07,Bakery & Confectionary,230.7
