date,fiscal_year,base_year,group_code,cmdty_code,description,index_value,group,fy1516_avg,factor,index
2016-09-01,2016-2017,2007-08,06,00,Health,192,Health,182.68583333333333,0.5473878197086984,105.0984613840701
2016-10-01,2016-2017,2007-08,06,00,Health,193.78,Health,182.68583333333333,0.5473878197086984,106.07281170315159
2016-11-01,2016-2017,2007-08,06,00,Health,195.28,Health,182.68583333333333,0.5473878197086984,106.89389343271463
2016-12-01,2016-2017,2007-08,06,00,Health,195.93,Health,182.68583333333333,0.5473878197086984,107.24969551552529
2017-01-01,2016-2017,2007-08,06,00,Health,208.45,Health,182.68583333333333,0.5473878197086984,114.10299101827817
2017-02-01,2016-2017,2007-08,06,00,Health,210.17,Health,182.68583333333333,0.5473878197086984,115.04449806817715
2017-03-01,2016-2017,2007-08,06,00,Health,211.21,Health,182.68583333333333,0.5473878197086984,115.6137814006742
2017-04-01,2016-2017,2007-08,06,00,Health,212.43,Health,182.68583333333333,0.5473878197086984,116.28159454071881
2017-05-01,2016-2017,2007-08,06,00,Health,212.65,Health,182.68583333333333,0.5473878197086984,116.40201986105473
2017-06-01,2016-2017,2007-08,06,00,Health,212.66,Health,182.68583333333333,0.5473878197086984,116.4074937392518
2017-07-01,2017-2018,2007-08,06,00,Health,212.91,Health,182.68583333333333,0.5473878197086984,116.54434069417898
2017-08-01,2017-2018,2007-08,06,00,Health,213.05,Health,182.68583333333333,0.5473878197086984,116.6209749889382
2017-09-01,2017-2018,2007-08,06,00,Health,213.9,Health,182.68583333333333,0.5473878197086984,117.0862546356906
2017-10-01,2017-2018,2007-08,06,00,Health,214.27,Health,182.68583333333333,0.5473878197086984,117.28878812898282
2017-11-01,2017-2018,2007-08,06,00,Health,214.79,Health,182.68583333333333,0.5473878197086984,117.57342979523133
2017-12-01,2017-2018,2007-08,06,00,Health,217.33,Health,182.68583333333333,0.5473878197086984,118.96379485729143
2018-01-01,2017-2018,2007-08,06,00,Health,218.26,Health,182.68583333333333,0.5473878197086984,119.47286552962052
2018-02-01,2017-2018,2007-08,06,00,Health,220.58,Health,182.68583333333333,0.5473878197086984,120.74280527134471
2018-03-01,2017-2018,2007-08,06,00,Health,221.26,Health,182.68583333333333,0.5473878197086984,121.11502898874662
2018-04-01,2017-2018,2007-08,06,00,Health,223.08,Health,182.68583333333333,0.5473878197086984,122.11127482061646
2018-05-01,2017-2018,2007-08,06,00,Health,223.74,Health,182.68583333333333,0.5473878197086984,122.4725507816242
2018-06-01,2017-2018,2007-08,06,00,Health,224.36,Health,182.68583333333333,0.5473878197086984,122.8119312298436
2018-07-01,2018-2019,2007-08,06,00,Health,224.67,Health,182.68583333333333,0.5473878197086984,122.98162145395327
2018-08-01,2018-2019,2007-08,06,00,Health,225.2,Health,182.68583333333333,0.5473878197086984,123.27173699839888
2018-09-01,2018-2019,2007-08,06,00,Health,226.78,Health,182.68583333333333,0.5473878197086984,124.13660975353864
2018-10-01,2018-2019,2007-08,06,00,Health,234.03,Health,182.68583333333333,0.5473878197086984,128.10517144642668
2018-11-01,2018-2019,2007-08,06,00,Health,235.09,Health,182.68583333333333,0.5473878197086984,128.6854025353179
2018-12-01,2018-2019,2007-08,06,00,Health,235.75,Health,182.68583333333333,0.5473878197086984,129.04667849632565
2019-01-01,2018-2019,2007-08,06,00,Health,236.58,Health,182.68583333333333,0.5473878197086984,129.50101038668387
2019-02-01,2018-2019,2007-08,06,00,Health,237.67,Health,182.68583333333333,0.5473878197086984,130.09766311016634
2019-03-01,2018-2019,2007-08,06,00,Health,239.12,Health,182.68583333333333,0.5473878197086984,130.89137544874396
2019-04-01,2018-2019,2007-08,06,00,Health,241.75,Health,182.68583333333333,0.5473878197086984,132.33100541457785
2019-05-01,2018-2019,2007-08,06,00,Health,243.18,Health,182.68583333333333,0.5473878197086984,133.11376999676128
2019-06-01,2018-2019,2007-08,06,00,Health,243.63,Health,182.68583333333333,0.5473878197086984,133.3600945156302
2019-07-01,2019-2020,2015-16,06,00,Health,133.63,Health,182.68583333333333,0.5473878197086984,133.63
2019-08-01,2019-2020,2015-16,06,00,Health,133.97,Health,182.68583333333333,0.5473878197086984,133.97
2019-09-01,2019-2020,2015-16,06,00,Health,134.58,Health,182.68583333333333,0.5473878197086984,134.58
2019-10-01,2019-2020,2015-16,06,00,Health,135.68,Health,182.68583333333333,0.5473878197086984,135.68
2019-11-01,2019-2020,2015-16,06,00,Health,136.36,Health,182.68583333333333,0.5473878197086984,136.36
2019-12-01,2019-2020,2015-16,06,00,Health,137.1,Health,182.68583333333333,0.5473878197086984,137.1
2020-01-01,2019-2020,2015-16,06,00,Health,137.89,Health,182.68583333333333,0.5473878197086984,137.89
2020-02-01,2019-2020,2015-16,06,00,Health,138.29,Health,182.68583333333333,0.5473878197086984,138.29
2020-03-01,2019-2020,2015-16,06,00,Health,139.56,Health,182.68583333333333,0.5473878197086984,139.56
2020-04-01,2019-2020,2015-16,06,00,Health,139.6,Health,182.68583333333333,0.5473878197086984,139.6
2020-05-01,2019-2020,2015-16,06,00,Health,139.92,Health,182.68583333333333,0.5473878197086984,139.92
2020-06-01,2019-2020,2015-16,06,00,Health,140.28,Health,182.68583333333333,0.5473878197086984,140.28
2020-07-01,2020-2021,2015-16,06,00,Health,141.55,Health,182.68583333333333,0.5473878197086984,141.55
2020-08-01,2020-2021,2015-16,06,00,Health,142.89,Health,182.68583333333333,0.5473878197086984,142.89
2020-09-01,2020-2021,2015-16,06,00,Health,144.31,Health,182.68583333333333,0.5473878197086984,144.31
2020-10-01,2020-2021,2015-16,06,00,Health,145.63,Health,182.68583333333333,0.5473878197086984,145.63
2020-11-01,2020-2021,2015-16,06,00,Health,145.98,Health,182.68583333333333,0.5473878197086984,145.98
2020-12-01,2020-2021,2015-16,06,00,Health,147.24,Health,182.68583333333333,0.5473878197086984,147.24
2021-01-01,2020-2021,2015-16,06,00,Health,148.06,Health,182.68583333333333,0.5473878197086984,148.06
2021-02-01,2020-2021,2015-16,06,00,Health,150.26,Health,182.68583333333333,0.5473878197086984,150.26
2021-03-01,2020-2021,2015-16,06,00,Health,151.94,Health,182.68583333333333,0.5473878197086984,151.94
2021-04-01,2020-2021,2015-16,06,00,Health,152.72,Health,182.68583333333333,0.5473878197086984,152.72
2021-05-01,2020-2021,2015-16,06,00,Health,153.41,Health,182.68583333333333,0.5473878197086984,153.41
2021-06-01,2020-2021,2015-16,06,00,Health,154.68,Health,182.68583333333333,0.5473878197086984,154.68
2021-07-01,2021-2022,2015-16,06,00,Health,155,Health,182.68583333333333,0.5473878197086984,155
2021-08-01,2021-2022,2015-16,06,00,Health,155.91,Health,182.68583333333333,0.5473878197086984,155.91
2021-09-01,2021-2022,2015-16,06,00,Health,156.84,Health,182.68583333333333,0.5473878197086984,156.84
2021-10-01,2021-2022,2015-16,06,00,Health,157.83,Health,182.68583333333333,0.5473878197086984,157.83
2021-11-01,2021-2022,2015-16,06,00,Health,159.57,Health,182.68583333333333,0.5473878197086984,159.57
2021-12-01,2021-2022,2015-16,06,00,Health,162.05,Health,182.68583333333333,0.5473878197086984,162.05
2022-01-01,2021-2022,2015-16,06,00,Health,162.93,Health,182.68583333333333,0.5473878197086984,162.93
2022-02-01,2021-2022,2015-16,06,00,Health,165.61,Health,182.68583333333333,0.5473878197086984,165.61
2022-03-01,2021-2022,2015-16,06,00,Health,167.16,Health,182.68583333333333,0.5473878197086984,167.16
2022-04-01,2021-2022,2015-16,06,00,Health,168.5,Health,182.68583333333333,0.5473878197086984,168.5
2022-05-01,2021-2022,2015-16,06,00,Health,169.14,Health,182.68583333333333,0.5473878197086984,169.14
2022-06-01,2021-2022,2015-16,06,00,Health,171.46,Health,182.68583333333333,0.5473878197086984,171.46
2022-07-01,2022-2023,2015-16,06,00,Health,171.68,Health,182.68583333333333,0.5473878197086984,171.68
2022-08-01,2022-2023,2015-16,06,00,Health,174.36,Health,182.68583333333333,0.5473878197086984,174.36
2022-09-01,2022-2023,2015-16,06,00,Health,176.15,Health,182.68583333333333,0.5473878197086984,176.15
2022-10-01,2022-2023,2015-16,06,00,Health,179.22,Health,182.68583333333333,0.5473878197086984,179.22
2022-11-01,2022-2023,2015-16,06,00,Health,182,Health,182.68583333333333,0.5473878197086984,182
2022-12-01,2022-2023,2015-16,06,00,Health,183.92,Health,182.68583333333333,0.5473878197086984,183.92
2023-01-01,2022-2023,2015-16,06,00,Health,190.17,Health,182.68583333333333,0.5473878197086984,190.17
2023-02-01,2022-2023,2015-16,06,00,Health,196.23,Health,182.68583333333333,0.5473878197086984,196.23
2023-03-01,2022-2023,2015-16,06,00,Health,197.03,Health,182.68583333333333,0.5473878197086984,197.03
2023-04-01,2022-2023,2015-16,06,00,Health,200.69,Health,182.68583333333333,0.5473878197086984,200.69
2023-05-01,2022-2023,2015-16,06,00,Health,201.87,Health,182.68583333333333,0.5473878197086984,201.87
2023-06-01,2022-2023,2015-16,06,00,Health,203.22,Health,182.68583333333333,0.5473878197086984,203.22
2023-07-01,2023-2024,2015-16,06,00,Health,209.2,Health,182.68583333333333,0.5473878197086984,209.2
2023-08-01,2023-2024,2015-16,06,00,Health,213.56,Health,182.68583333333333,0.5473878197086984,213.56
2023-09-01,2023-2024,2015-16,06,00,Health,223.51,Health,182.68583333333333,0.5473878197086984,223.51
2023-10-01,2023-2024,2015-16,06,00,Health,229.53,Health,182.68583333333333,0.5473878197086984,229.53
2023-11-01,2023-2024,2015-16,06,00,Health,232.12,Health,182.68583333333333,0.5473878197086984,232.12
2023-12-01,2023-2024,2015-16,06,00,Health,234.2,Health,182.68583333333333,0.5473878197086984,234.2
2024-01-01,2023-2024,2015-16,06,00,Health,234.72,Health,182.68583333333333,0.5473878197086984,234.72
2024-02-01,2023-2024,2015-16,06,00,Health,235.03,Health,182.68583333333333,0.5473878197086984,235.03
2024-03-01,2023-2024,2015-16,06,00,Health,236.76,Health,182.68583333333333,0.5473878197086984,236.76
2024-04-01,2023-2024,2015-16,06,00,Health,237.26,Health,182.68583333333333,0.5473878197086984,237.26
2024-05-01,2023-2024,2015-16,06,00,Health,243.2,Health,182.68583333333333,0.5473878197086984,243.2
2024-06-01,2023-2024,2015-16,06,00,Health,247.37,Health,182.68583333333333,0.5473878197086984,247.37
2024-07-01,2024-2025,2015-16,06,00,Health,251.47,Health,182.68583333333333,0.5473878197086984,251.47
2024-08-01,2024-2025,2015-16,06,00,Health,253.98,Health,182.68583333333333,0.5473878197086984,253.98
2024-09-01,2024-2025,2015-16,06,00,Health,257.52,Health,182.68583333333333,0.5473878197086984,257.52
2024-10-01,2024-2025,2015-16,06,00,Health,260.72,Health,182.68583333333333,0.5473878197086984,260.72
2024-11-01,2024-2025,2015-16,06,00,Health,267.04,Health,182.68583333333333,0.5473878197086984,267.04
2024-12-01,2024-2025,2015-16,06,00,Health,268.54,Health,182.68583333333333,0.5473878197086984,268.54
2025-01-01,2024-2025,2015-16,06,00,Health,270.5,Health,182.68583333333333,0.5473878197086984,270.5
2025-02-01,2024-2025,2015-16,06,00,Health,271.35,Health,182.68583333333333,0.5473878197086984,271.35
2025-03-01,2024-2025,2015-16,06,00,Health,271.71,Health,182.68583333333333,0.5473878197086984,271.71
2025-04-01,2024-2025,2015-16,06,00,Health,273.81,Health,182.68583333333333,0.5473878197086984,273.81
2025-05-01,2024-2025,2015-16,06,00,Health,274.2,Health,182.68583333333333,0.5473878197086984,274.2
2025-06-01,2024-2025,2015-16,06,00,Health,276.26,Health,182.68583333333333,0.5473878197086984,276.26
2025-07-01,2025-2026,2015-16,06,00,Health,276.72,Health,182.68583333333333,0.5473878197086984,276.72
2025-08-01,2025-2026,2015-16,06,00,Health,278.71,Health,182.68583333333333,0.5473878197086984,278.71
2025-09-01,2025-2026,2015-16,06,00,Health,280.61,Health,182.68583333333333,0.5473878197086984,280.61
2025-10-01,2025-2026,2015-16,06,00,Health,282.04,Health,182.68583333333333,0.5473878197086984,282.04
2025-11-01,2025-2026,2015-16,06,00,Health,285.7,Health,182.68583333333333,0.5473878197086984,285.7
2025-12-01,2025-2026,2015-16,06,00,Health,286.29,Health,182.68583333333333,0.5473878197086984,286.29
2026-01-01,2025-2026,2015-16,06,00,Health,287.22,Health,182.68583333333333,0.5473878197086984,287.22
2026-02-01,2025-2026,2015-16,06,00,Health,288.28,Health,182.68583333333333,0.5473878197086984,288.28
2026-03-01,2025-2026,2015-16,06,00,Health,289.27,Health,182.68583333333333,0.5473878197086984,289.27
2026-04-01,2025-2026,2015-16,06,00,Health,290.64,Health,182.68583333333333,0.5473878197086984,290.64
2026-05-01,2025-2026,2015-16,06,00,Health,292.4,Health,182.68583333333333,0.5473878197086984,292.4
2026-06-01,2025-2026,2015-16,06,00,Health,294.3,Health,182.68583333333333,0.5473878197086984,294.3
2015-07-01,2015-2016,2007-08,07,00,Transport,178.62,Transport,174.255,0.573871624917506,102.50494964276493
2015-08-01,2015-2016,2007-08,07,00,Transport,178.02,Transport,174.255,0.573871624917506,102.16062666781443
2015-09-01,2015-2016,2007-08,07,00,Transport,175.6,Transport,174.255,0.573871624917506,100.77185733551404
2015-10-01,2015-2016,2007-08,07,00,Transport,175.8,Transport,174.255,0.573871624917506,100.88663166049756
2015-11-01,2015-2016,2007-08,07,00,Transport,177.09,Transport,174.255,0.573871624917506,101.62692605664114
2015-12-01,2015-2016,2007-08,07,00,Transport,177.69,Transport,174.255,0.573871624917506,101.97124903159164
2016-01-01,2015-2016,2007-08,07,00,Transport,177.96,Transport,174.255,0.573871624917506,102.12619437031937
2016-02-01,2015-2016,2007-08,07,00,Transport,174.05,Transport,174.255,0.573871624917506,99.88235631689193
2016-03-01,2015-2016,2007-08,07,00,Transport,168.25,Transport,174.255,0.573871624917506,96.55390089237038
2016-04-01,2015-2016,2007-08,07,00,Transport,169.33,Transport,174.255,0.573871624917506,97.17368224728129
2016-05-01,2015-2016,2007-08,07,00,Transport,169.31,Transport,174.255,0.573871624917506,97.16220481478294
2016-06-01,2015-2016,2007-08,07,00,Transport,169.34,Transport,174.255,0.573871624917506,97.17942096353046
2016-07-01,2016-2017,2007-08,07,00,Transport,169.78,Transport,174.255,0.573871624917506,97.43192447849417
2016-08-01,2016-2017,2007-08,07,00,Transport,170.1,Transport,174.255,0.573871624917506,97.61556339846777
2016-09-01,2016-2017,2007-08,07,00,Transport,170.31,Transport,174.255,0.573871624917506,97.73607643970044
2016-10-01,2016-2017,2007-08,07,00,Transport,170.4,Transport,174.255,0.573871624917506,97.78772488594302
2016-11-01,2016-2017,2007-08,07,00,Transport,170.65,Transport,174.255,0.573871624917506,97.9311927921724
2016-12-01,2016-2017,2007-08,07,00,Transport,172.01,Transport,174.255,0.573871624917506,98.71165820206019
2017-01-01,2016-2017,2007-08,07,00,Transport,172.81,Transport,174.255,0.573871624917506,99.17075550199421
2017-02-01,2016-2017,2007-08,07,00,Transport,174.75,Transport,174.255,0.573871624917506,100.28406645433417
2017-03-01,2016-2017,2007-08,07,00,Transport,175.69,Transport,174.255,0.573871624917506,100.82350578175662
2017-04-01,2016-2017,2007-08,07,00,Transport,176.33,Transport,174.255,0.573871624917506,101.19078362170384
2017-05-01,2016-2017,2007-08,07,00,Transport,176.43,Transport,174.255,0.573871624917506,101.24817078419558
2017-06-01,2016-2017,2007-08,07,00,Transport,175.87,Transport,174.255,0.573871624917506,100.92680267424178
2017-07-01,2017-2018,2007-08,07,00,Transport,175.18,Transport,174.255,0.573871624917506,100.5308312530487
2017-08-01,2017-2018,2007-08,07,00,Transport,174.61,Transport,174.255,0.573871624917506,100.20372442684572
2017-09-01,2017-2018,2007-08,07,00,Transport,175.74,Transport,174.255,0.573871624917506,100.85219936300251
2017-10-01,2017-2018,2007-08,07,00,Transport,177.05,Transport,174.255,0.573871624917506,101.60397119164445
2017-11-01,2017-2018,2007-08,07,00,Transport,178.51,Transport,174.255,0.573871624917506,102.441823764024
2017-12-01,2017-2018,2007-08,07,00,Transport,179.67,Transport,174.255,0.573871624917506,103.10751484892829
2018-01-01,2017-2018,2007-08,07,00,Transport,182.63,Transport,174.255,0.573871624917506,104.80617485868412
2018-02-01,2017-2018,2007-08,07,00,Transport,184.47,Transport,174.255,0.573871624917506,105.86209864853232
2018-03-01,2017-2018,2007-08,07,00,Transport,186.98,Transport,174.255,0.573871624917506,107.30251642707526
2018-04-01,2017-2018,2007-08,07,00,Transport,187.48,Transport,174.255,0.573871624917506,107.58945223953401
2018-05-01,2017-2018,2007-08,07,00,Transport,189.16,Transport,174.255,0.573871624917506,108.55355656939543
2018-06-01,2017-2018,2007-08,07,00,Transport,194.64,Transport,174.255,0.573871624917506,111.69837307394336
2018-07-01,2018-2019,2007-08,07,00,Transport,202.71,Transport,174.255,0.573871624917506,116.32951708702764
2018-08-01,2018-2019,2007-08,07,00,Transport,204.74,Transport,174.255,0.573871624917506,117.49447648561018
2018-09-01,2018-2019,2007-08,07,00,Transport,204.94,Transport,174.255,0.573871624917506,117.60925081059368
2018-10-01,2018-2019,2007-08,07,00,Transport,210,Transport,174.255,0.573871624917506,120.51304123267626
2018-11-01,2018-2019,2007-08,07,00,Transport,213.89,Transport,174.255,0.573871624917506,122.74540185360534
2018-12-01,2018-2019,2007-08,07,00,Transport,212.38,Transport,174.255,0.573871624917506,121.87885569997992
2019-01-01,2018-2019,2007-08,07,00,Transport,209.96,Transport,174.255,0.573871624917506,120.49008636767957
2019-02-01,2018-2019,2007-08,07,00,Transport,209.05,Transport,174.255,0.573871624917506,119.96786318900463
2019-03-01,2018-2019,2007-08,07,00,Transport,211.31,Transport,174.255,0.573871624917506,121.2648130613182
2019-04-01,2018-2019,2007-08,07,00,Transport,214.61,Transport,174.255,0.573871624917506,123.15858942354596
2019-05-01,2018-2019,2007-08,07,00,Transport,220.7,Transport,174.255,0.573871624917506,126.65346761929356
2019-06-01,2018-2019,2007-08,07,00,Transport,223.75,Transport,174.255,0.573871624917506,128.40377607529197
2019-07-01,2019-2020,2015-16,07,00,Transport,141.72,Transport,174.255,0.573871624917506,141.72
2019-08-01,2019-2020,2015-16,07,00,Transport,144.36,Transport,174.255,0.573871624917506,144.36
2019-09-01,2019-2020,2015-16,07,00,Transport,142.32,Transport,174.255,0.573871624917506,142.32
2019-10-01,2019-2020,2015-16,07,00,Transport,142.96,Transport,174.255,0.573871624917506,142.96
2019-11-01,2019-2020,2015-16,07,00,Transport,143.6,Transport,174.255,0.573871624917506,143.6
2019-12-01,2019-2020,2015-16,07,00,Transport,145.01,Transport,174.255,0.573871624917506,145.01
2020-01-01,2019-2020,2015-16,07,00,Transport,146.34,Transport,174.255,0.573871624917506,146.34
2020-02-01,2019-2020,2015-16,07,00,Transport,146.55,Transport,174.255,0.573871624917506,146.55
2020-03-01,2019-2020,2015-16,07,00,Transport,139.85,Transport,174.255,0.573871624917506,139.85
2020-04-01,2019-2020,2015-16,07,00,Transport,133.49,Transport,174.255,0.573871624917506,133.49
2020-05-01,2019-2020,2015-16,07,00,Transport,124.89,Transport,174.255,0.573871624917506,124.89
2020-06-01,2019-2020,2015-16,07,00,Transport,123.36,Transport,174.255,0.573871624917506,123.36
2020-07-01,2020-2021,2015-16,07,00,Transport,134.88,Transport,174.255,0.573871624917506,134.88
2020-08-01,2020-2021,2015-16,07,00,Transport,139.08,Transport,174.255,0.573871624917506,139.08
2020-09-01,2020-2021,2015-16,07,00,Transport,140.06,Transport,174.255,0.573871624917506,140.06
2020-10-01,2020-2021,2015-16,07,00,Transport,140.58,Transport,174.255,0.573871624917506,140.58
2020-11-01,2020-2021,2015-16,07,00,Transport,137.2,Transport,174.255,0.573871624917506,137.2
2020-12-01,2020-2021,2015-16,07,00,Transport,139.79,Transport,174.255,0.573871624917506,139.79
2021-01-01,2020-2021,2015-16,07,00,Transport,142.26,Transport,174.255,0.573871624917506,142.26
2021-02-01,2020-2021,2015-16,07,00,Transport,145.36,Transport,174.255,0.573871624917506,145.36
2021-03-01,2020-2021,2015-16,07,00,Transport,144.34,Transport,174.255,0.573871624917506,144.34
2021-04-01,2020-2021,2015-16,07,00,Transport,142.56,Transport,174.255,0.573871624917506,142.56
2021-05-01,2020-2021,2015-16,07,00,Transport,142.67,Transport,174.255,0.573871624917506,142.67
2021-06-01,2020-2021,2015-16,07,00,Transport,144.31,Transport,174.255,0.573871624917506,144.31
2021-07-01,2021-2022,2015-16,07,00,Transport,150.24,Transport,174.255,0.573871624917506,150.24
2021-08-01,2021-2022,2015-16,07,00,Transport,151.29,Transport,174.255,0.573871624917506,151.29
2021-09-01,2021-2022,2015-16,07,00,Transport,153.57,Transport,174.255,0.573871624917506,153.57
2021-10-01,2021-2022,2015-16,07,00,Transport,161.7,Transport,174.255,0.573871624917506,161.7
2021-11-01,2021-2022,2015-16,07,00,Transport,172.43,Transport,174.255,0.573871624917506,172.43
2021-12-01,2021-2022,2015-16,07,00,Transport,174.72,Transport,174.255,0.573871624917506,174.72
2022-01-01,2021-2022,2015-16,07,00,Transport,175.48,Transport,174.255,0.573871624917506,175.48
2022-02-01,2021-2022,2015-16,07,00,Transport,181.41,Transport,174.255,0.573871624917506,181.41
2022-03-01,2021-2022,2015-16,07,00,Transport,182.29,Transport,174.255,0.573871624917506,182.29
2022-04-01,2021-2022,2015-16,07,00,Transport,183.31,Transport,174.255,0.573871624917506,183.31
2022-05-01,2021-2022,2015-16,07,00,Transport,188.65,Transport,174.255,0.573871624917506,188.65
2022-06-01,2021-2022,2015-16,07,00,Transport,233.01,Transport,174.255,0.573871624917506,233.01
2022-07-01,2022-2023,2015-16,07,00,Transport,246.08,Transport,174.255,0.573871624917506,246.08
2022-08-01,2022-2023,2015-16,07,00,Transport,245.69,Transport,174.255,0.573871624917506,245.69
2022-09-01,2022-2023,2015-16,07,00,Transport,250.71,Transport,174.255,0.573871624917506,250.71
2022-10-01,2022-2023,2015-16,07,00,Transport,245.33,Transport,174.255,0.573871624917506,245.33
2022-11-01,2022-2023,2015-16,07,00,Transport,245.03,Transport,174.255,0.573871624917506,245.03
2022-12-01,2022-2023,2015-16,07,00,Transport,243.22,Transport,174.255,0.573871624917506,243.22
2023-01-01,2022-2023,2015-16,07,00,Transport,242.19,Transport,174.255,0.573871624917506,242.19
2023-02-01,2022-2023,2015-16,07,00,Transport,271.89,Transport,174.255,0.573871624917506,271.89
2023-03-01,2022-2023,2015-16,07,00,Transport,281.79,Transport,174.255,0.573871624917506,281.79
2023-04-01,2022-2023,2015-16,07,00,Transport,285.69,Transport,174.255,0.573871624917506,285.69
2023-05-01,2022-2023,2015-16,07,00,Transport,285.67,Transport,174.255,0.573871624917506,285.67
2023-06-01,2022-2023,2015-16,07,00,Transport,279.52,Transport,174.255,0.573871624917506,279.52
2023-07-01,2023-2024,2015-16,07,00,Transport,279.49,Transport,174.255,0.573871624917506,279.49
2023-08-01,2023-2024,2015-16,07,00,Transport,296.49,Transport,174.255,0.573871624917506,296.49
2023-09-01,2023-2024,2015-16,07,00,Transport,319.47,Transport,174.255,0.573871624917506,319.47
2023-10-01,2023-2024,2015-16,07,00,Transport,310.68,Transport,174.255,0.573871624917506,310.68
2023-11-01,2023-2024,2015-16,07,00,Transport,302.48,Transport,174.255,0.573871624917506,302.48
2023-12-01,2023-2024,2015-16,07,00,Transport,305.96,Transport,174.255,0.573871624917506,305.96
2024-01-01,2023-2024,2015-16,07,00,Transport,300.26,Transport,174.255,0.573871624917506,300.26
2024-02-01,2023-2024,2015-16,07,00,Transport,306.81,Transport,174.255,0.573871624917506,306.81
2024-03-01,2023-2024,2015-16,07,00,Transport,305.33,Transport,174.255,0.573871624917506,305.33
2024-04-01,2023-2024,2015-16,07,00,Transport,312.92,Transport,174.255,0.573871624917506,312.92
2024-05-01,2023-2024,2015-16,07,00,Transport,309.36,Transport,174.255,0.573871624917506,309.36
2024-06-01,2023-2024,2015-16,07,00,Transport,303.14,Transport,174.255,0.573871624917506,303.14
2024-07-01,2024-2025,2015-16,07,00,Transport,307.43,Transport,174.255,0.573871624917506,307.43
2024-08-01,2024-2025,2015-16,07,00,Transport,305.69,Transport,174.255,0.573871624917506,305.69
2024-09-01,2024-2025,2015-16,07,00,Transport,299.64,Transport,174.255,0.573871624917506,299.64
2024-10-01,2024-2025,2015-16,07,00,Transport,294.62,Transport,174.255,0.573871624917506,294.62
2024-11-01,2024-2025,2015-16,07,00,Transport,296.81,Transport,174.255,0.573871624917506,296.81
2024-12-01,2024-2025,2015-16,07,00,Transport,300.02,Transport,174.255,0.573871624917506,300.02
2025-01-01,2024-2025,2015-16,07,00,Transport,302.43,Transport,174.255,0.573871624917506,302.43
2025-02-01,2024-2025,2015-16,07,00,Transport,303.09,Transport,174.255,0.573871624917506,303.09
2025-03-01,2024-2025,2015-16,07,00,Transport,302.14,Transport,174.255,0.573871624917506,302.14
2025-04-01,2024-2025,2015-16,07,00,Transport,301.84,Transport,174.255,0.573871624917506,301.84
2025-05-01,2024-2025,2015-16,07,00,Transport,301.57,Transport,174.255,0.573871624917506,301.57
2025-06-01,2024-2025,2015-16,07,00,Transport,304.52,Transport,174.255,0.573871624917506,304.52
2025-07-01,2025-2026,2015-16,07,00,Transport,315.95,Transport,174.255,0.573871624917506,315.95
2025-08-01,2025-2026,2015-16,07,00,Transport,312.8,Transport,174.255,0.573871624917506,312.8
2025-09-01,2025-2026,2015-16,07,00,Transport,311.84,Transport,174.255,0.573871624917506,311.84
2025-10-01,2025-2026,2015-16,07,00,Transport,314.95,Transport,174.255,0.573871624917506,314.95
2025-11-01,2025-2026,2015-16,07,00,Transport,315.13,Transport,174.255,0.573871624917506,315.13
2025-12-01,2025-2026,2015-16,07,00,Transport,315.14,Transport,174.255,0.573871624917506,315.14
2026-01-01,2025-2026,2015-16,07,00,Transport,310.77,Transport,174.255,0.573871624917506,310.77
2026-02-01,2025-2026,2015-16,07,00,Transport,303.91,Transport,174.255,0.573871624917506,303.91
2026-03-01,2025-2026,2015-16,07,00,Transport,340.79,Transport,174.255,0.573871624917506,340.79
2026-04-01,2025-2026,2015-16,07,00,Transport,398.87,Transport,174.255,0.573871624917506,398.87
2026-05-01,2025-2026,2015-16,07,00,Transport,420.75,Transport,174.255,0.573871624917506,420.75
2026-06-01,2025-2026,2015-16,07,00,Transport,390.16,Transport,174.255,0.573871624917506,390.16
2015-07-01,2015-2016,2007-08,08,00,Communication,130.35,Communication,130.5575,0.7659460391015452,99.84106619688642
2015-08-01,2015-2016,2007-08,08,00,Communication,130.36,Communication,130.5575,0.7659460391015452,99.84872565727744
2015-09-01,2015-2016,2007-08,08,00,Communication,130.36,Communication,130.5575,0.7659460391015452,99.84872565727744
2015-10-01,2015-2016,2007-08,08,00,Communication,130.36,Communication,130.5575,0.7659460391015452,99.84872565727744
2015-11-01,2015-2016,2007-08,08,00,Communication,130.39,Communication,130.5575,0.7659460391015452,99.87170403845047
2015-12-01,2015-2016,2007-08,08,00,Communication,130.56,Communication,130.5575,0.7659460391015452,100.00191486509775
2016-01-01,2015-2016,2007-08,08,00,Communication,130.61,Communication,130.5575,0.7659460391015452,100.04021216705283
2016-02-01,2015-2016,2007-08,08,00,Communication,130.57,Communication,130.5575,0.7659460391015452,100.00957432548876
2016-03-01,2015-2016,2007-08,08,00,Communication,130.74,Communication,130.5575,0.7659460391015452,100.13978515213603
2016-04-01,2015-2016,2007-08,08,00,Communication,130.77,Communication,130.5575,0.7659460391015452,100.16276353330908
2016-05-01,2015-2016,2007-08,08,00,Communication,130.77,Communication,130.5575,0.7659460391015452,100.16276353330908
2016-06-01,2015-2016,2007-08,08,00,Communication,130.85,Communication,130.5575,0.7659460391015452,100.22403921643719
2016-07-01,2016-2017,2007-08,08,00,Communication,130.89,Communication,130.5575,0.7659460391015452,100.25467705800125
2016-08-01,2016-2017,2007-08,08,00,Communication,130.9,Communication,130.5575,0.7659460391015452,100.26233651839227
