date,fiscal_year,base_year,group_code,cmdty_code,description,index_value,item,fy1516_avg,factor,index_spliced
2019-11-01,2019-2020,2015-16,04,54,Water supply,131.54,Water supply,154.905,0.6455569542622898,131.54
2019-12-01,2019-2020,2015-16,04,54,Water supply,131.54,Water supply,154.905,0.6455569542622898,131.54
2020-01-01,2019-2020,2015-16,04,54,Water supply,131.54,Water supply,154.905,0.6455569542622898,131.54
2020-02-01,2019-2020,2015-16,04,54,Water supply,131.89,Water supply,154.905,0.6455569542622898,131.89
2020-03-01,2019-2020,2015-16,04,54,Water supply,131.89,Water supply,154.905,0.6455569542622898,131.89
2020-04-01,2019-2020,2015-16,04,54,Water supply,131.89,Water supply,154.905,0.6455569542622898,131.89
2020-05-01,2019-2020,2015-16,04,54,Water supply,143.78,Water supply,154.905,0.6455569542622898,143.78
2020-06-01,2019-2020,2015-16,04,54,Water supply,143.78,Water supply,154.905,0.6455569542622898,143.78
2020-07-01,2020-2021,2015-16,04,54,Water supply,143.78,Water supply,154.905,0.6455569542622898,143.78
2020-08-01,2020-2021,2015-16,04,54,Water supply,152.62,Water supply,154.905,0.6455569542622898,152.62
2020-09-01,2020-2021,2015-16,04,54,Water supply,156.23,Water supply,154.905,0.6455569542622898,156.23
2020-10-01,2020-2021,2015-16,04,54,Water supply,156.43,Water supply,154.905,0.6455569542622898,156.43
2020-11-01,2020-2021,2015-16,04,54,Water supply,156.64,Water supply,154.905,0.6455569542622898,156.64
2020-12-01,2020-2021,2015-16,04,54,Water supply,157.86,Water supply,154.905,0.6455569542622898,157.86
2021-01-01,2020-2021,2015-16,04,54,Water supply,157.86,Water supply,154.905,0.6455569542622898,157.86
2021-02-01,2020-2021,2015-16,04,54,Water supply,157.86,Water supply,154.905,0.6455569542622898,157.86
2021-03-01,2020-2021,2015-16,04,54,Water supply,158.19,Water supply,154.905,0.6455569542622898,158.19
2021-04-01,2020-2021,2015-16,04,54,Water supply,158.19,Water supply,154.905,0.6455569542622898,158.19
2021-05-01,2020-2021,2015-16,04,54,Water supply,158.39,Water supply,154.905,0.6455569542622898,158.39
2021-06-01,2020-2021,2015-16,04,54,Water supply,158.72,Water supply,154.905,0.6455569542622898,158.72
2021-07-01,2021-2022,2015-16,04,54,Water supply,158.84,Water supply,154.905,0.6455569542622898,158.84
2021-08-01,2021-2022,2015-16,04,54,Water supply,162.68,Water supply,154.905,0.6455569542622898,162.68
2021-09-01,2021-2022,2015-16,04,54,Water supply,162.68,Water supply,154.905,0.6455569542622898,162.68
2021-10-01,2021-2022,2015-16,04,54,Water supply,162.68,Water supply,154.905,0.6455569542622898,162.68
2021-11-01,2021-2022,2015-16,04,54,Water supply,162.68,Water supply,154.905,0.6455569542622898,162.68
2021-12-01,2021-2022,2015-16,04,54,Water supply,163,Water supply,154.905,0.6455569542622898,163
2022-01-01,2021-2022,2015-16,04,54,Water supply,163.51,Water supply,154.905,0.6455569542622898,163.51
2022-02-01,2021-2022,2015-16,04,54,Water supply,163.51,Water supply,154.905,0.6455569542622898,163.51
2022-03-01,2021-2022,2015-16,04,54,Water supply,164.74,Water supply,154.905,0.6455569542622898,164.74
2022-04-01,2021-2022,2015-16,04,54,Water supply,165.01,Water supply,154.905,0.6455569542622898,165.01
2022-05-01,2021-2022,2015-16,04,54,Water supply,166.58,Water supply,154.905,0.6455569542622898,166.58
2022-06-01,2021-2022,2015-16,04,54,Water supply,166.58,Water supply,154.905,0.6455569542622898,166.58
2022-07-01,2022-2023,2015-16,04,54,Water supply,166.58,Water supply,154.905,0.6455569542622898,166.58
2022-08-01,2022-2023,2015-16,04,54,Water supply,166.58,Water supply,154.905,0.6455569542622898,166.58
2022-09-01,2022-2023,2015-16,04,54,Water supply,170.32,Water supply,154.905,0.6455569542622898,170.32
2022-10-01,2022-2023,2015-16,04,54,Water supply,170.32,Water supply,154.905,0.6455569542622898,170.32
2022-11-01,2022-2023,2015-16,04,54,Water supply,171.56,Water supply,154.905,0.6455569542622898,171.56
2022-12-01,2022-2023,2015-16,04,54,Water supply,171.56,Water supply,154.905,0.6455569542622898,171.56
2023-01-01,2022-2023,2015-16,04,54,Water supply,171.56,Water supply,154.905,0.6455569542622898,171.56
2023-02-01,2022-2023,2015-16,04,54,Water supply,171.98,Water supply,154.905,0.6455569542622898,171.98
2023-03-01,2022-2023,2015-16,04,54,Water supply,172.57,Water supply,154.905,0.6455569542622898,172.57
2023-04-01,2022-2023,2015-16,04,54,Water supply,172.8,Water supply,154.905,0.6455569542622898,172.8
2023-05-01,2022-2023,2015-16,04,54,Water supply,175.39,Water supply,154.905,0.6455569542622898,175.39
2023-06-01,2022-2023,2015-16,04,54,Water supply,175.39,Water supply,154.905,0.6455569542622898,175.39
2023-07-01,2023-2024,2015-16,04,54,Water supply,175.56,Water supply,154.905,0.6455569542622898,175.56
2023-08-01,2023-2024,2015-16,04,54,Water supply,196.07,Water supply,154.905,0.6455569542622898,196.07
2023-09-01,2023-2024,2015-16,04,54,Water supply,196.48,Water supply,154.905,0.6455569542622898,196.48
2023-10-01,2023-2024,2015-16,04,54,Water supply,198.12,Water supply,154.905,0.6455569542622898,198.12
2023-11-01,2023-2024,2015-16,04,54,Water supply,199.06,Water supply,154.905,0.6455569542622898,199.06
2023-12-01,2023-2024,2015-16,04,54,Water supply,199.06,Water supply,154.905,0.6455569542622898,199.06
2024-01-01,2023-2024,2015-16,04,54,Water supply,199.06,Water supply,154.905,0.6455569542622898,199.06
2024-02-01,2023-2024,2015-16,04,54,Water supply,199.06,Water supply,154.905,0.6455569542622898,199.06
2024-03-01,2023-2024,2015-16,04,54,Water supply,199.06,Water supply,154.905,0.6455569542622898,199.06
2024-04-01,2023-2024,2015-16,04,54,Water supply,199.06,Water supply,154.905,0.6455569542622898,199.06
2024-05-01,2023-2024,2015-16,04,54,Water supply,199.4,Water supply,154.905,0.6455569542622898,199.4
2024-06-01,2023-2024,2015-16,04,54,Water supply,199.4,Water supply,154.905,0.6455569542622898,199.4
2024-07-01,2024-2025,2015-16,04,54,Water supply,201.12,Water supply,154.905,0.6455569542622898,201.12
2024-08-01,2024-2025,2015-16,04,54,Water supply,201.62,Water supply,154.905,0.6455569542622898,201.62
2024-09-01,2024-2025,2015-16,04,54,Water supply,204.19,Water supply,154.905,0.6455569542622898,204.19
2024-10-01,2024-2025,2015-16,04,54,Water supply,221.86,Water supply,154.905,0.6455569542622898,221.86
2024-11-01,2024-2025,2015-16,04,54,Water supply,228.37,Water supply,154.905,0.6455569542622898,228.37
2024-12-01,2024-2025,2015-16,04,54,Water supply,228.99,Water supply,154.905,0.6455569542622898,228.99
2025-01-01,2024-2025,2015-16,04,54,Water supply,228.99,Water supply,154.905,0.6455569542622898,228.99
2025-02-01,2024-2025,2015-16,04,54,Water supply,228.99,Water supply,154.905,0.6455569542622898,228.99
2025-03-01,2024-2025,2015-16,04,54,Water supply,228.99,Water supply,154.905,0.6455569542622898,228.99
2025-04-01,2024-2025,2015-16,04,54,Water supply,228.99,Water supply,154.905,0.6455569542622898,228.99
2025-05-01,2024-2025,2015-16,04,54,Water supply,228.99,Water supply,154.905,0.6455569542622898,228.99
2025-06-01,2024-2025,2015-16,04,54,Water supply,228.99,Water supply,154.905,0.6455569542622898,228.99
2025-07-01,2025-2026,2015-16,04,54,Water supply,228.99,Water supply,154.905,0.6455569542622898,228.99
2025-08-01,2025-2026,2015-16,04,54,Water supply,230.44,Water supply,154.905,0.6455569542622898,230.44
2025-09-01,2025-2026,2015-16,04,54,Water supply,230.44,Water supply,154.905,0.6455569542622898,230.44
2025-10-01,2025-2026,2015-16,04,54,Water supply,231.4,Water supply,154.905,0.6455569542622898,231.4
2025-11-01,2025-2026,2015-16,04,54,Water supply,231.4,Water supply,154.905,0.6455569542622898,231.4
2025-12-01,2025-2026,2015-16,04,54,Water supply,231.4,Water supply,154.905,0.6455569542622898,231.4
2026-01-01,2025-2026,2015-16,04,54,Water supply,244.9,Water supply,154.905,0.6455569542622898,244.9
2026-02-01,2025-2026,2015-16,04,54,Water supply,244.9,Water supply,154.905,0.6455569542622898,244.9
2026-03-01,2025-2026,2015-16,04,54,Water supply,245.91,Water supply,154.905,0.6455569542622898,245.91
2026-04-01,2025-2026,2015-16,04,54,Water supply,246.74,Water supply,154.905,0.6455569542622898,246.74
2026-05-01,2025-2026,2015-16,04,54,Water supply,247.62,Water supply,154.905,0.6455569542622898,247.62
2026-06-01,2025-2026,2015-16,04,54,Water supply,248.17,Water supply,154.905,0.6455569542622898,248.17
